   ,DEL_DATE,SHOP_CODE,MATERIAL,EFF_DURATION,DELAY_FROM,DELAY_TO,DELAY_DURN,CUM_DELAY,EQPT,SUB_EQPT,EFF_DURN
67478,10/24/2003,2,others,1.75,14,15.45,1.45,1.45,LOCP,CO-45,1.75
67731,10/22/2003,2,others,1,23.15,0.15,1,1,others,CO-66,1
67915,10/21/2003,2,others,0.5,10,10.3,0.3,0.3,RMB,CO-71,0.5
68320,10/18/2003,2,others,11.25,8.3,19.45,11.15,11.15,WBRC,CO-25,11.25
68548,10/16/2003,2,others,8.25,9.3,17.45,8.15,8.15,others,CO-11,8.25
69511,10/10/2003,2,I-O-L,7,10.3,17.3,7,7,others,"CO-7,10,13",7
69577,10/10/2003,2,I-O-F,2,6,8,2,2,OT-1,CO-12,2
69624,10/9/2003,2,I-O-F,1.166667,12.2,13.3,1.1,1.1,LOCP,CO-47,1.166667
70068,10/7/2003,2,others,0.666667,4.3,5.1,0.4,0.4,OT-2,"CO-5,6,7",0.666667
70132,10/6/2003,2,others,0.666667,4.3,5.1,0.4,0.4,OT-1,"CO-5,6,7",0.666667
70230,10/5/2003,2,others,8.5,10,18.3,8.3,8.3,others,"CO-7,10,13",8.5
70630,10/3/2003,2,others,8.5,10,18.3,8.3,8.3,others,"CO-59,62",8.5
71178,9/29/2003,2,others,9,9,18,9,9,others,CO-28,9
71186,9/29/2003,2,others,9,9,18,9,9,WBRC,"CO-61,64",9
71657,9/25/2003,2,I-O-F,7.5,10.3,18,7.3,7.3,others,"CO-12,6",7.5
71951,9/24/2003,2,SMS-DOL,0.666667,12.15,12.55,0.4,0.4,LOCP,CO-39,0.666667
72050,9/23/2003,2,others,20,9.3,5.3,20,20,others,"CO-7,10,13",20
72838,9/18/2003,2,others,5.5,9.1,14.4,5.3,5.3,others,CO-67,5.5
73295,9/15/2003,2,others,1.083333,8.1,9.15,1.05,1.05,BRC,CO-66,1.083333
73395,9/14/2003,2,others,1.083333,8.1,9.15,1.05,1.05,BRC,CO-66,1.083333
73413,9/14/2003,2,BF-COKE,8,10,18,8,8,others,CO-17,8
73481,9/14/2003,2,others,10.166667,6,16.1,10.1,13.4,LOCP,CO-44,10.166667
74058,9/10/2003,2,others,9.333333,11,20.2,9.2,9.2,others,CO-69,9.333333
74345,9/8/2003,2,others,3.5,2.3,6,3.3,3.3,LOCP,CO-44,3.5
74378,9/8/2003,2,others,1.916667,17.5,19.45,1.55,1.55,OT-2,CO-69,1.916667
74401,9/8/2003,2,others,5,6,11,5,5,BRC,CO-69,5
75243,9/2/2003,2,others,1.75,15.15,17,1.45,1.45,LOCP,CO-45,1.75
75315,9/1/2003,2,others,1.25,14,15.15,1.15,1.15,LOCP,CO-20,1.25
75332,9/1/2003,2,others,4.5,10.3,15,4.3,4.3,others,CO-26,4.5
75452,8/31/2003,2,others,1.75,17,18.45,1.45,1.45,LOCP,CO-45,1.75
75509,8/30/2003,2,others,8,10.3,18.3,8,8,others,CO-35,8
75519,8/30/2003,2,others,9,10,19,9,9,others,CO-6,9
75642,8/29/2003,2,BF LS,0.833333,5,5.5,0.5,0.5,LOCP,CO-20,0.833333
75741,8/29/2003,2,others,1.5,6,7.3,1.3,4.3,LOCP,CO-39,1.5
75760,8/28/2003,2,I-O-L,1.833333,18.4,20.3,1.5,1.5,WBRC,CO-66,1.833333
76076,8/26/2003,2,IOF,10.5,10,20.3,10.3,10.3,others,CO-12,10.5
76380,8/24/2003,2,I-O-F,0.25,23.3,23.45,0.15,0.15,LOCP,CO-44,0.25
76497,8/23/2003,2,others,1.166667,20.05,21.15,1.1,1.1,LOCP,CO-47,1.166667
76736,8/22/2003,2,SMS-DOLO,3,3,6,3,3,LOCP,CO-39,3
76761,8/22/2003,2,others,10.5,9,19.3,10.3,10.3,BRC,CO-30,10.5
76960,8/20/2003,2,SMS-DOL,1.666667,14.3,16.1,1.4,1.4,OT-2,CO-15,1.666667
77333,8/18/2003,2,others,10.5,9,19.3,10.3,10.3,others,CO-6,10.5
77423,8/17/2003,2,I-O-F,7.75,10.15,18,7.45,7.45,others,CO-7,7.75
77424,8/17/2003,2,others,7.75,10.15,18,7.45,7.45,BRC,CO-30,7.75
77425,8/17/2003,2,others,7.75,10.15,18,7.45,7.45,WBRC,CO-29,7.75
77426,8/17/2003,2,I-O-L,7.75,10.15,18,7.45,7.45,others,CO-60,7.75
78268,8/11/2003,2,others,3.166667,6,9.1,3.1,10.1,others,CO-10,3.166667
78653,8/9/2003,2,others,7,23,6,7,7,others,CO-10,7
78759,8/8/2003,2,BF COKE,0.416667,8.5,9.15,0.25,0.25,BRC,CO-30,0.416667
78788,8/8/2003,2,SZD ORE,2.25,14.45,17,2.15,2.15,LOCP,CO-38,2.25
78965,8/7/2003,2,others,0.75,0.45,1.3,0.45,0.45,BRC,CO-30,0.75
2225,3/13/2005,3,others,2,22,0,2,2,LOCP,CO-38,2
3625,3/1/2005,3,others,7.333333,6,13.2,7.2,91.2,others,CO-66,7.333333
6048,2/11/2005,3,others,1.25,12.4,13.55,1.15,1.15,LOCP,CO-29,1.25
6081,2/11/2005,3,others,2.083333,17.2,19.25,2.05,2.05,LOCP,CO-44,2.083333
7482,1/31/2005,3,others,24,6,6,24,84,others,CO-66,24
8877,1/21/2005,3,others,1,0,0,1,1,OT-2,CO-14,1
9393,1/16/2005,3,others,9,9,18,9,9,others,"CO-67,70",9
9528,1/15/2005,3,others,2.333333,7.3,9.5,2.2,2.2,LOCP,CO-51,2.333333
10841,1/5/2005,3,others,24,6,6,24,36,others,CO-66,24
12166,12/26/2004,3,others,8.5,9.3,18,8.3,8.3,others,"CO-65,68",8.5
12167,12/26/2004,3,others,8.5,9.3,18,8.3,8.3,others,"CO-5,8,11",8.5
12442,12/25/2004,3,others,7,19.45,2.45,7,7,LOCP,CO-39,7
12700,12/22/2004,3,others,12,18,6,12,12,others,CO-66,12
15096,12/4/2004,3,others,2.5,23.3,2,2.3,2.3,OT-3,CO-2,2.5
15794,11/29/2004,3,others,0.5,16,16.3,0.3,0.3,others,CO-69,0.5
16858,11/21/2004,3,others,9,10.3,19.3,9,9,others,"CO-5,8,11",9
19285,11/2/2004,3,others,0.5,16.45,17.15,0.3,0.3,others,CO-62,0.5
19326,11/1/2004,3,others,8,9,17,8,8,others,CO-15,8
19661,10/30/2004,3,others,0.75,16.3,17.15,0.45,0.45,others,CO-64,0.75
21822,10/13/2004,3,others,2,17.1,19.1,2,2,LOCP,CO-37,2
23397,9/29/2004,3,others,3,7,10,3,3,LOCP,CO-46,3
23398,9/29/2004,3,others,5.583333,11.4,17.15,5.35,5.35,LOCP,CO-46,5.583333
23881,9/25/2004,3,others,1.833333,22,23.5,1.5,1.5,others,CO-69,1.833333
24083,9/23/2004,3,others,1.666667,23.5,1.3,1.4,1.4,OT-3,CO-15,1.666667
26282,9/6/2004,3,others,1.75,17.3,19.15,1.45,1.45,LOCP,CO-44,1.75
26511,9/4/2004,3,others,1.166667,4,5.1,1.1,1.1,LOCP,CO-46,1.166667
27370,8/28/2004,3,others,2.416667,12.5,15.15,2.25,2.25,OT-1,CO-4,2.416667
27448,8/28/2004,3,others,1,15,16,1,1,OT-2,CO-3,1
29371,8/12/2004,3,others,1.333333,18.4,20,1.2,1.2,BRC,CO-67,1.333333
29693,8/10/2004,3,others,1.333333,18.4,20,1.2,1.2,BRC,CO-65,1.333333
29807,8/9/2004,3,others,1.333333,18.4,20,1.2,1.2,OT-1,CO-66,1.333333
30025,8/7/2004,3,others,1,0,0,1,1,RMB,CO-71,1
30318,8/5/2004,3,others,1.25,14.45,16,1.15,1.15,others,CO-71,1.25
31367,7/28/2004,3,others,1,9,10,1,1,others,CO-64,1
31810,7/24/2004,3,others,0.25,11.15,11.3,0.15,0.15,others,CO-63,0.25
31836,7/24/2004,3,others,0.583333,11.4,12.15,0.35,0.35,others,CO-63,0.583333
31865,7/24/2004,3,others,10.75,9.3,20.15,10.45,10.45,others,"CO-7,10,13",10.75
32465,7/19/2004,3,others,0.416667,10.15,10.4,0.25,0.25,others,CO-63,0.416667
32625,7/18/2004,3,others,3.25,9,12.15,3.15,3.15,OT-3,CO-2,3.25
32646,7/17/2004,3,others,3.833333,12.4,16.3,3.5,3.5,OT-2,CO-7,3.833333
33399,7/12/2004,3,others,0.5,0,0,0.3,0.3,OT-2,CO-21,0.5
33400,7/12/2004,3,others,0.5,0,0,0.3,0.3,OT-2,CO-21,0.5
33708,7/10/2004,3,others,3.75,14,17.45,3.45,3.45,BRC,CO-63,3.75
33810,7/9/2004,3,others,5,15,20,5,5,LOCP,CO-38,5
36090,6/21/2004,3,others,2,22.4,0.4,2,2,BRC,CO-63,2
37264,6/12/2004,3,others,8.5,9.3,18,8.3,8.3,others,CO-63,8.5
39189,5/29/2004,3,others,11,9,20,11,11,others,CO-6,11
39356,5/28/2004,3,others,2.916667,17.5,20.45,2.55,2.55,LOCP,CO-38,2.916667
40614,5/19/2004,3,others,0.333333,12,12.2,0.2,0.2,others,CO-63,0.333333
40650,5/19/2004,3,others,0.583333,9.45,10.2,0.35,0.35,others,CO-63,0.583333
40663,5/19/2004,3,others,9.5,9,18.3,9.3,9.3,BRC,CO-34,9.5
40698,5/18/2004,3,others,2,9,11,2,2,BRC,CO-31,2
42323,5/6/2004,3,others,1.5,14,15.3,1.3,1.3,LOCP,CO-44,1.5
43157,4/30/2004,3,others,0.25,10.2,10.35,0.15,0.15,others,CO-66,0.25
43162,4/30/2004,3,others,1.166667,6,7.1,1.1,1.1,others,CO-66,1.166667
43178,4/30/2004,3,others,8.5,9.3,18,8.3,8.3,others,CO-79,8.5
47775,3/21/2004,3,others,8.75,10.3,19.15,8.45,8.45,LOCP,CO-37,8.75
48933,3/12/2004,3,others,2.25,7,9.15,2.15,2.15,LOCP,"CO-44,46",2.25
49814,3/5/2004,3,others,1.25,20.3,21.45,1.15,1.15,OT-2,CO-3,1.25
50595,2/28/2004,3,others,6,9,15,6,6,others,CO-1,6
50609,2/28/2004,3,others,0.75,11.3,12.15,0.45,0.45,others,"CO-68,69",0.75
54964,1/25/2004,3,others,1.833333,19,20.5,1.5,1.5,LOCP,CO-44,1.833333
55530,1/21/2004,3,others,1.583333,23.5,1.25,1.35,1.35,LOCP,CO-36,1.583333
57309,1/7/2004,3,others,9.5,9,18.3,9.3,9.3,others,"CO-70,76",9.5
57848,1/3/2004,3,others,9.25,9,18.15,9.15,9.15,others,"CO-67,70",9.25
57936,1/3/2004,3,others,9.5,9,18.3,9.3,9.3,WBRC,CO-25,9.5
57956,1/3/2004,3,others,9.333333,9,18.2,9.2,9.2,BRC,CO-31,9.333333
58320,12/31/2003,3,others,6.5,19,1.3,6.3,6.3,others,CO-74,6.5
59283,12/24/2003,3,others,0.333333,15.4,16,0.2,0.2,BRC,CO-69,0.333333
59379,12/23/2003,3,others,0.583333,15.45,16.2,0.35,0.35,WBRC,CO-70,0.583333
60088,12/18/2003,3,others,16,6,22,16,26.3,BRC,CO-77,16
60494,12/15/2003,3,others,7.166667,9.3,16.4,7.1,7.1,others,"CO-76,78",7.166667
60718,12/13/2003,3,others,2,0,2,2,2,LOCP,CO-53TO 56,2
62079,12/4/2003,3,others,2,0,0,2,2,LOCP,CO-50,2
62425,12/1/2003,3,others,10.5,19.3,6,10.3,10.3,BRC,CO-77,10.5
62939,11/27/2003,3,others,1,16.2,17.2,1,1,LOCP,CO-50,1
63379,11/23/2003,3,others,9.5,9.3,19,9.3,9.3,others,"CO-5,8,11",9.5
64080,11/18/2003,3,others,2.083333,18.4,20.45,2.05,2.05,others,CO-15,2.083333
64110,11/18/2003,3,others,3,15,18,3,3,BRC,CO-32,3
64257,11/17/2003,3,others,0.333333,18.4,19,0.2,0.2,OT-2,CO-15,0.333333
64512,11/15/2003,3,others,8,10,18,8,8,BRC,CO-34,8
67386,10/25/2003,3,others,4,9,13,4,4,others,CO-21,4
67387,10/25/2003,3,others,0.75,12.45,13.3,0.45,0.45,others,CO-63,0.75
67388,10/25/2003,3,others,1.166667,11.2,12.3,1.1,1.1,others,CO-63,1.166667
67496,10/24/2003,3,others,1.833333,13.3,15.2,1.5,1.5,others,CO-63,1.833333
67567,10/23/2003,3,others,3,10,13,3,3,OT-2,CO-21,3
67612,10/23/2003,3,others,6.25,11.3,17.45,6.15,6.15,others,"CO-7,13",6.25
67628,10/23/2003,3,others,4.25,15.3,19.45,4.15,4.15,LOCP,CO-38,4.25
68067,10/20/2003,3,others,0.5,17.15,17.45,0.3,0.3,BRC,CO-30,0.5
68383,10/17/2003,3,others,0.583333,10.1,10.45,0.35,0.35,BRC,CO-32,0.583333
68480,10/17/2003,3,others,0.416667,9.45,10.1,0.25,0.25,BRC,CO-32,0.416667
68925,10/14/2003,3,others,1,0,0,1,1,OT-3,CO-13,1
69048,10/13/2003,3,others,2,7.3,9.3,2,2,others,CO-78,2
71435,9/27/2003,3,others,7.5,10.3,18,7.3,7.3,others,"CO-85,87",7.5
71436,9/27/2003,3,others,7.25,10.3,17.45,7.15,7.15,BRC,CO-34,7.25
71459,9/27/2003,3,others,6.75,11,17.45,6.45,6.45,others,CO-56,6.75
72076,9/23/2003,3,others,9.5,14,23.3,9.3,9.3,LOCP,CO-50,9.5
72630,9/19/2003,3,others,11.25,9.45,21,11.15,11.15,others,CO-88,11.25
73326,9/15/2003,3,others,2.333333,7.3,9.5,2.2,2.2,others,CO-22,2.333333
73539,9/13/2003,3,others,2,13,15,2,2,OT-3,CO-22,2
73586,9/13/2003,3,others,0.75,9.5,10.35,0.45,0.45,OT-3,CO-9,0.75
73631,9/13/2003,3,others,2.666667,7.1,9.5,2.4,2.4,OT-3,CO-22,2.666667
75211,9/2/2003,3,others,2.166667,8.4,10.5,2.1,2.1,others,CO-9,2.166667
75909,8/28/2003,3,others,3.5,10.3,14,3.3,3.3,others,"CO-5,8",3.5
76248,8/25/2003,3,others,0.5,3.15,3.45,0.3,0.3,OT-3,CO-14,0.5
76922,8/21/2003,3,others,1.5,11.3,13,1.3,1.3,RMB,CO-71,1.5
77580,8/16/2003,3,others,2.666667,17,19.4,2.4,2.4,LOCP,CO-44,2.666667
77972,8/13/2003,3,others,8.5,9.3,18,8.3,8.3,others,"CO-65,68",8.5
79117,8/6/2003,3,others,13.5,9.3,23,13.3,13.3,BRC,CO-31,13.5
79126,8/6/2003,3,others,13.5,9.3,23,13.3,13.3,WBRC,CO-26,13.5
51,3/31/2005,4,others,1.75,19.15,21,1.45,1.45,OT-3,CO-2,1.75
360,3/29/2005,4,others,10.25,9,19.15,10.15,10.15,others,"CO-6,9,12",10.25
1532,3/19/2005,4,others,1.333333,0,0,1.2,1.2,OT-3,CO-2,1.333333
2083,3/14/2005,4,others,2.333333,7.15,9.35,2.2,2.2,OT-3,CO-12,2.333333
2214,3/13/2005,4,others,0.333333,15,15.2,0.2,0.2,OT-1,CO-14,0.333333
2256,3/13/2005,4,others,0.5,10.3,11,0.3,0.3,others,CO-85,0.5
2433,3/11/2005,4,others,8,6,14,8,10,LOCP,CO-45,8
2972,3/7/2005,4,others,1.25,3.3,4.45,1.15,1.15,BRC,CO-69,1.25
3424,3/3/2005,4,others,0.916667,17.35,18.3,0.55,0.55,LOCP,CO-45,0.916667
3471,3/2/2005,4,others,0.75,18.3,19.15,0.45,0.45,LOCP,CO-45,0.75
3533,3/2/2005,4,others,2,4,6,2,2,LOCP,CO-45,2
3665,3/1/2005,4,others,2.25,15.3,17.45,2.15,2.15,others,CO-70,2.25
4204,2/25/2005,4,others,3,6,9,3,3,LOCP,CO-44,3
4876,2/19/2005,4,others,0.75,5.15,6,0.45,0.45,BRC,CO-69,0.75
5764,2/13/2005,4,others,1.916667,1.25,3.2,1.55,1.55,BRC,CO-66,1.916667
5853,2/12/2005,4,others,2,6,8,2,2,LOCP,CO-51,2
7848,1/29/2005,4,others,0.75,19.55,20.4,0.45,0.45,LOCP,CO-49,0.75
9975,1/12/2005,4,others,2.666667,8.3,11.1,2.4,2.4,others,CO-9,2.666667
10689,1/6/2005,4,others,3.416667,2.15,5.4,3.25,3.25,OT-3,CO-21,3.416667
11518,12/31/2004,4,others,1.166667,10,11.1,1.1,1.1,OT-1,CO-9,1.166667
12033,12/27/2004,4,others,2.583333,6.4,9.15,2.35,2.35,OT-2,CO-16,2.583333
12854,12/21/2004,4,others,0.833333,1.4,2.3,0.5,0.5,others,CO-66,0.833333
13706,12/15/2004,4,others,9.25,9.3,18.45,9.15,9.15,others,"CO-5,8",9.25
14294,12/10/2004,4,others,0.5,0.45,1.15,0.3,0.3,others,CO-66,0.5
14478,12/9/2004,4,others,4.75,18.45,23.3,4.45,4.45,others,CO-8,4.75
14898,12/5/2004,4,others,2.166667,8,10.1,2.1,2.1,others,CO-70,2.166667
14906,12/5/2004,4,others,11,9,20,11,11,others,CO-5,11
16368,11/24/2004,4,others,0.25,18.45,19,0.15,0.15,others,CO-91,0.25
19897,10/28/2004,4,others,1.75,7,8.45,1.45,1.45,others,CO-63,1.75
21919,10/13/2004,4,others,11.25,8.15,19.3,11.15,11.15,others,CO-84,11.25
24880,9/17/2004,4,others,1.25,22.3,23.45,1.15,1.15,LOCP,CO-46 ,1.25
26676,9/2/2004,4,others,10,9,19,10,10,BRC,CO-30,10
26717,9/2/2004,4,others,10,9,19,10,10,WBRC,CO-25,10
26822,9/1/2004,4,others,8.25,9,17.15,8.15,8.15,BRC,CO-34,8.25
27141,8/30/2004,4,others,3.333333,9.4,13,3.2,3.2,LOCP,CO-46,3.333333
27505,8/27/2004,4,others,1.083333,15.25,16.3,1.05,1.05,OT-1,CO-4,1.083333
27704,8/26/2004,4,others,8,10,18,8,8,others,"CO-12,16",8
27706,8/26/2004,4,others,9,9,18,9,9,WBRC,CO-26,9
27729,8/25/2004,4,others,9,9,18,9,9,others,CO-61,9
27733,8/25/2004,4,others,9,9,18,9,9,BRC,CO-32,9
28403,8/20/2004,4,others,0.833333,4.1,5,0.5,0.5,WBRC,CO-26,0.833333
28404,8/20/2004,4,others,1.916667,1.2,3.15,1.55,1.55,BRC,CO-32,1.916667
28773,8/17/2004,4,others,1,20.3,21.3,1,1,OT-2,CO-3,1
29229,8/14/2004,4,others,10.5,9,19.3,10.3,10.3,others,"CO-7,10,13",10.5
33142,7/14/2004,4,others,0.75,1.45,2.3,0.45,0.45,BRC,CO-63,0.75
36064,6/21/2004,4,others,6.5,19.3,2,6.3,6.3,LOCP,CO-38,6.5
36430,6/18/2004,4,others,3,6,9,3,3,others,CO-12,3
36494,6/18/2004,4,others,12,9,21,12,12,others,CO-12,12
36712,6/16/2004,4,others,8.75,9,17.45,8.45,8.45,others,"CO-6,9,12",8.75
36856,6/15/2004,4,others,5,9,14,5,5,BRC,CO-32,5
36857,6/15/2004,4,others,3,9,12,3,3,BRC,CO-34,3
36973,6/14/2004,4,others,1.083333,18.3,19.35,1.05,1.05,WBRC,CO-63,1.083333
36978,6/14/2004,4,others,1,0,0,1,1,WBRC,CO-66,1
37007,6/14/2004,4,others,1.333333,22,23.2,1.2,1.2,WBRC,CO-60,1.333333
37176,6/13/2004,4,others,1.416667,3.5,5.15,1.25,1.25,LOCP,CO-50,1.416667
37188,6/12/2004,4,others,3.25,2.45,6,3.15,3.15,others,CO-12,3.25
38355,6/4/2004,4,others,16.5,10.3,3,16.3,16.3,BRC,CO-34,16.5
38666,6/2/2004,4,others,0.5,18.25,18.55,0.3,0.3,BRC,CO-63,0.5
38989,5/31/2004,4,others,3,10,13,3,3,others,CO-6,3
39012,5/31/2004,4,others,0.666667,15.5,16.3,0.4,0.4,WBRC,CO-63,0.666667
39014,5/31/2004,4,others,4.666667,1.2,6,4.4,4.4,LOCP,CO-50,4.666667
39184,5/29/2004,4,others,1,1,2,1,1,WBRC,CO-61,1
40053,5/23/2004,4,others,18.5,9.3,4,18.3,18.3,others,"CO-60,63",18.5
40069,5/23/2004,4,others,18.5,9.3,4,18.3,18.3,others,CO-66,18.5
40070,5/23/2004,4,others,2.5,0,0,2.3,2.3,BRC,CO-66,2.5
40439,5/20/2004,4,others,0.583333,11.25,12,0.35,0.35,OT-2,CO-6,0.583333
40463,5/20/2004,4,others,3,9,12,3,3,others,CO-6,3
40883,5/17/2004,4,others,1.166667,23.2,0.3,1.1,1.1,others,CO-66,1.166667
40955,5/16/2004,4,others,1.916667,21.2,23.15,1.55,1.55,LOCP,CO-113,1.916667
41023,5/16/2004,4,others,1.166667,16.2,17.3,1.1,1.1,others,CO-70,1.166667
41033,5/16/2004,4,others,0.166667,12,12.1,0.1,0.1,others,CO-16,0.166667
42005,5/9/2004,4,others,9.5,9,18.3,9.3,9.3,others,"CO-5,8,11",9.5
42063,5/8/2004,4,others,7.25,10.3,17.45,7.15,7.15,LOCP,CO-37,7.25
42291,5/6/2004,4,others,0.166667,12,12.1,0.1,0.1,OT-2,CO-16,0.166667
42619,5/4/2004,4,others,5.25,16.45,22,5.15,5.15,BRC,CO-32,5.25
42956,5/1/2004,4,others,4.166667,1.2,5.3,4.1,4.1,LOCP,"CO-50,51",4.166667
43534,4/27/2004,4,others,9.5,9,18.3,9.3,9.3,others,"CO-7,10,13",9.5
44654,4/17/2004,4,others,0.583333,8.35,9.1,0.35,0.35,others,CO-60,0.583333
44759,4/16/2004,4,others,2.166667,14,16.1,2.1,2.1,OT-2,CO-24,2.166667
44789,4/16/2004,4,others,1,13,14,1,1,OT-2,CO-15,1
46756,3/30/2004,4,others,4.333333,12.4,17,4.2,4.2,LOCP,CO-49,4.333333
47179,3/26/2004,4,others,10,9,19,10,10,others,"CO-59,62",10
47324,3/25/2004,4,others,1.583333,8.1,9.45,1.35,1.35,OT-3,"CO-16,11",1.583333
48968,3/11/2004,4,others,2,9.4,11.4,2,2,OT-3,CO-24,2
51574,2/20/2004,4,others,8,12,20,8,8,others,CO-22,8
51685,2/19/2004,4,others,0.5,12,12.3,0.3,0.3,OT-1,CO-22,0.5
52904,2/10/2004,4,others,13,9,22,13,13,BRC,"CO-63,66",13
53270,2/7/2004,4,others,0.5,1.15,1.45,0.3,0.3,BRC,CO-63,0.5
53999,2/2/2004,4,others,0.333333,11.5,12.1,0.2,0.2,BRC,CO-63,0.333333
55239,1/23/2004,4,others,8.25,11,19.15,8.15,8.15,others,CO-7,8.25
55255,1/23/2004,4,others,1,14,15,1,1,BRC,CO-66,1
56330,1/15/2004,4,others,0.25,19.15,19.3,0.15,0.15,BRC,CO-66,0.25
57092,1/9/2004,4,others,2.333333,2.3,4.5,2.2,2.2,LOCP,"CO-50,51,",2.333333
57239,1/8/2004,4,others,9.75,9.3,19.15,9.45,9.45,others,"CO-61,64",9.75
59243,12/24/2003,4,others,7.5,12.3,20,7.3,7.3,LOCP,CO-44,7.5
60211,12/17/2003,4,others,9.5,9,18.3,9.3,9.3,others,CO-6,9.5
62623,11/29/2003,4,others,0.5,17.3,18,0.3,0.3,OT-2,CO-16,0.5
63589,11/22/2003,4,others,1,2.3,3.3,1,1,BRC,CO-30,1
63881,11/19/2003,4,others,8.5,9,17.3,8.3,8.3,others,CO-5,8.5
63882,11/19/2003,4,others,6.5,9,15.3,6.3,6.3,BRC,CO-30,6.5
64563,11/14/2003,4,others,1.666667,3.45,5.25,1.4,1.4,OT-1,CO-24,1.666667
65341,11/9/2003,4,others,3,11,14,3,3,LOCP,CO-112,3
65914,11/5/2003,4,others,2.166667,9.2,11.3,2.1,2.1,BRC,"CO-60,66",2.166667
65920,11/5/2003,4,others,0.833333,8.2,9.1,0.5,0.5,BRC,CO-63,0.833333
66393,11/1/2003,4,others,8,10,18,8,8,BRC,CO-30,8
66404,11/1/2003,4,others,9.75,10,19.45,9.45,9.45,others,CO-5,9.75
66886,10/29/2003,4,others,1,10.45,11.45,1,1,LOCP,CO-44,1
69904,10/8/2003,4,others,14,11.3,1.3,14,14,others,CO-7,14
70232,10/5/2003,4,others,7.5,10.3,18,7.3,7.3,BRC,CO-32,7.5
71120,9/29/2003,4,others,0.5,17.45,18.15,0.3,0.3,BRC,CO-63,0.5
71148,9/29/2003,4,others,8.5,10,18.3,8.3,8.3,others,"CO-18,76",8.5
71380,9/27/2003,4,others,6,22,4,6,6,LOCP,CO-28,6
71797,9/25/2003,4,others,0.75,23.15,0,0.45,0.45,BRC,CO-32,0.75
71825,9/24/2003,4,others,6,12,18,6,6,BRC,CO-28,6
72154,9/22/2003,4,others,1.166667,16.15,17.25,1.1,1.1,BRC,CO-63,1.166667
72350,9/21/2003,4,others,10.583333,10,20.35,10.35,10.35,others,CO-35,10.583333
73647,9/13/2003,4,others,2.75,15.3,18.15,2.45,2.45,others,CO-8,2.75
74130,9/10/2003,4,others,10,9,19,10,10,others,CO-6,10
74132,9/10/2003,4,others,2,0,0,2,2,others,CO-63,2
74304,9/9/2003,4,others,0.666667,6,6.4,0.4,2.1,OT-1,CO-12,0.666667
75900,8/28/2003,4,others,2.583333,10.55,13.3,2.35,2.35,OT-1,CO-4,2.583333
76713,8/22/2003,4,others,1,8.3,9.3,1,1,BRC,CO-63,1
76734,8/22/2003,4,others,1.5,14,15.3,1.3,1.3,BRC,CO-60,1.5
76920,8/21/2003,4,others,0.916667,4.2,5.15,0.55,0.55,WBRC,CO-25,0.916667
77023,8/20/2003,4,others,1,22,23,1,1,WBRC,CO-63,1
77083,8/20/2003,4,others,0.5,0,0,0.3,0.3,BRC,CO-63,0.5
77323,8/18/2003,4,others,2.25,0,0,2.15,2.15,OT-1,CO-13,2.25
77961,8/13/2003,4,others,1.5,4.3,6,1.3,1.3,OT-1,CO-12,1.5
78271,8/11/2003,4,others,8.5,9,17.3,8.3,8.3,others,"CO-59,62",8.5
78429,8/10/2003,4,others,2,10.3,12.3,2,2,LOCP,CO-45,2
78507,8/10/2003,4,others,5,22,3,5,5,LOCP,CO-47,5
78543,8/9/2003,4,others,1.5,22,23.3,1.3,1.3,BRC,CO-63,1.5
78752,8/8/2003,4,others,2.25,0,0,2.15,2.15,OT-1,CO-13,2.25
78889,8/7/2003,4,others,3.25,6,9.15,3.15,8.45,others,CO-74,3.25
79433,8/4/2003,4,others,1.833333,10.1,12,1.5,1.5,BRC,CO-74,1.833333
148,3/30/2005,5,others,2.166667,13,15.1,2.1,2.1,LOCP,CO-45,2.166667
169,3/30/2005,5,others,7.833333,10,17.5,7.5,7.5,others,CO-60,7.833333
240,3/30/2005,5,others,0.75,0,0,0.45,0.45,OT-1,CO-14,0.75
247,3/30/2005,5,others,0.25,21.15,21.3,0.15,0.15,OT-3,CO-9,0.25
261,3/29/2005,5,others,1,20,21,1,1,OT-3,CO-2,1
520,3/27/2005,5,others,5.5,0.3,6,5.3,5.3,others,CO-74,5.5
804,3/25/2005,5,others,8.5,10.3,19,8.3,8.3,others,"CO-5,8,11",8.5
984,3/23/2005,5,others,17.166667,8,1.1,17.1,17.1,OT-3,CO-2,17.166667
1156,3/22/2005,5,others,2,6,8,2,2.55,OT-3,CO-2,2
1838,3/16/2005,5,others,2,4,6,2,2,others,CO-2,2
2918,3/7/2005,5,others,1,2,3,1,1,BRC,CO-63,1
3025,3/6/2005,5,others,2,22,0,2,2,BRC,CO-31,2
3305,3/4/2005,5,others,2.25,22,0.15,2.15,2.15,LOCP,CO-29,2.25
3311,3/4/2005,5,others,1.25,0.45,2,1.15,1.15,LOCP,CO-38,1.25
3318,3/4/2005,5,others,0.916667,5.05,6,0.55,0.55,OT-3,CO-2,0.916667
4334,2/24/2005,5,others,3,0,0,3,3,others,CO-60,3
5319,2/16/2005,5,others,9.166667,9,18.1,9.1,9.1,others,"CO-7,10,13",9.166667
6381,2/8/2005,5,others,3,9,12,3,3,BRC,CO-28,3
6424,2/8/2005,5,others,0.5,6,6.3,0.3,2.3,LOCP,CO-29,0.5
6850,2/5/2005,5,others,3.25,10.45,14,3.15,3.15,others,CO-14,3.25
