   ,DEL_DATE,SHOP_CODE,MATERIAL,EFF_DURATION,DELAY_FROM,DELAY_TO,DELAY_DURN,CUM_DELAY,EQPT,SUB_EQPT,EFF_DURN
6851,2/5/2005,5,others,5.416667,6.05,11.3,5.25,5.25,OT-3,CO-2,5.416667
7410,2/1/2005,5,others,2,0,0,2,2,LOCP,CO-29,2
7935,1/28/2005,5,others,1.25,0,1.15,1.15,1.15,LOCP,CO-29,1.25
8429,1/24/2005,5,others,2,4,6,2,2,LOCP,CO-29,2
8831,1/21/2005,5,others,1.5,2,3.3,1.3,1.3,LOCP,CO-29,1.5
8874,1/21/2005,5,others,8,10,18,8,8,others,CO-60,8
8947,1/20/2005,5,others,2,14,16,2,2,LOCP,CO-29,2
10045,1/11/2005,5,others,4.5,18,22.3,4.3,4.3,OT-3,CO-24,4.5
10542,1/7/2005,5,others,7,10,17,7,7,others,CO-60,7
10562,1/7/2005,5,others,1.5,6,7.3,1.3,1.3,BRC,CO-63,1.5
10624,1/7/2005,5,others,2,6,8,2,2,OT-1,CO-4,2
11072,1/3/2005,5,others,1.833333,9.2,11.1,1.5,1.5,OT-1,CO-10,1.833333
11760,12/29/2004,5,others,1.666667,4.2,6,1.4,1.4,others,CO-63,1.666667
11864,12/29/2004,5,others,0.583333,11.45,12.2,0.35,0.35,OT-2,CO-63,0.583333
12256,12/26/2004,5,others,1.333333,9.2,10.4,1.2,1.2,BRC,CO-63 - 65,1.333333
12294,12/26/2004,5,others,2.75,6,8.45,2.45,2.45,BRC,CO-63,2.75
12317,12/25/2004,5,others,2.25,6,8.15,2.15,2.15,LOCP,CO-36,2.25
12430,12/25/2004,5,others,2.416667,22,0.25,2.25,2.25,BRC,CO-63,2.416667
12432,12/25/2004,5,others,2,0,0,2,2,BRC,CO-63,2
12696,12/22/2004,5,others,7.5,10,17.3,7.3,7.3,others,CO-5,7.5
12701,12/22/2004,5,others,0.75,9.45,10.3,0.45,0.45,LOCP,CO-45,0.75
12986,12/20/2004,5,others,3.5,2.15,5.45,3.3,3.3,LOCP,CO-46,3.5
13123,12/20/2004,5,others,4.666667,12.2,17,4.4,4.4,others,CO-15,4.666667
13143,12/19/2004,5,others,3.75,6,9.45,3.45,9.45,others,CO-30,3.75
13681,12/15/2004,5,others,1.083333,10.1,11.15,1.05,1.05,others,CO-63,1.083333
13878,12/14/2004,5,others,6,0,6,6,6,others,CO-30,6
13939,12/13/2004,5,others,15.75,13.15,5,15.45,15.45,others,CO-99,15.75
13993,12/13/2004,5,others,1,7,8,1,1,others,CO-66,1
14447,12/9/2004,5,others,2,12,14,2,2,others,CO-30,2
15792,11/29/2004,5,others,1.333333,1.3,2.5,1.2,1.2,others,CO-63,1.333333
17403,11/16/2004,5,others,6,13,19,6,6,OT-3,CO-2,6
17404,11/16/2004,5,others,1,9.1,10.1,1,1,OT-3,CO-7,1
17760,11/13/2004,5,others,3.5,15,18.3,3.3,3.3,others,CO-14,3.5
17777,11/13/2004,5,others,9.5,9,18.3,9.3,9.3,BRC,CO-30,9.5
17778,11/13/2004,5,others,1.583333,11.25,13,1.35,1.35,LOCP,CO-47,1.583333
18518,11/7/2004,5,others,1.666667,14,15.4,1.4,1.4,OT-2,CO-19,1.666667
18645,11/7/2004,5,others,1.25,10.3,11.45,1.15,1.15,LOCP,CO-45,1.25
19397,11/1/2004,5,others,9.75,9,18.45,9.45,9.45,WBRC,CO-25,9.75
19557,10/31/2004,5,others,9.75,9,18.45,9.45,9.45,BRC,CO-32,9.75
20585,10/23/2004,5,others,8.5,9.3,18,8.3,8.3,others,"CO-26,61",8.5
21386,10/17/2004,5,others,1.5,20,21.3,1.3,1.3,LOCP,CO-44,1.5
22984,10/3/2004,5,others,2.75,6,8.45,2.45,2.45,OT-3,CO-2,2.75
24260,9/22/2004,5,others,9.5,10,19.3,9.3,9.3,BRC,CO-34,9.5
24341,9/21/2004,5,others,8,10,18,8,8,others,"CO-77,84",8
24896,9/17/2004,5,others,0.5,23.45,0.15,0.3,0.3,LOCP,CO-46,0.5
25231,9/14/2004,5,others,1.833333,10.1,12,1.5,1.5,WBRC,CO-26,1.833333
25630,9/11/2004,5,others,1,18,19,1,1,others,CO-12,1
26513,9/4/2004,5,others,8.5,10,18.3,8.3,8.3,BRC,CO-34,8.5
26517,9/4/2004,5,others,0.5,1.45,2.15,0.3,0.3,WBRC,CO-66,0.5
26744,9/2/2004,5,others,0.416667,0,0.25,0.25,0.25,WBRC,CO-60,0.416667
27966,8/23/2004,5,others,8,10,18,8,8,others,"CO-7,10,13",8
28085,8/23/2004,5,others,1.833333,16.4,18.3,1.5,1.5,BRC,CO-32,1.833333
28202,8/22/2004,5,others,0.75,6,6.45,0.45,4.05,others,CO-63,0.75
29564,8/11/2004,5,others,3.333333,2.4,6,3.2,3.2,others,CO-63,3.333333
29769,8/9/2004,5,others,0.583333,2.4,3.15,0.35,0.35,OT-3,CO-63,0.583333
29771,8/9/2004,5,others,8.583333,10,18.35,8.35,8.35,others,"CO-6,9,12,",8.583333
29878,8/8/2004,5,others,0.5,4.3,5,0.3,0.3,others,CO-66,0.5
30138,8/6/2004,5,others,3.083333,11.55,15,3.05,3.05,OT-1,CO-8,3.083333
30410,8/4/2004,5,others,1.75,17,18.45,1.45,1.45,OT-1,CO-8,1.75
30883,8/1/2004,5,others,2,8,10,2,2,LOCP,CO-38,2
30884,8/1/2004,5,others,1.5,11.3,13,1.3,1.3,LOCP,CO-45,1.5
31855,7/24/2004,5,others,1.25,6.3,7.45,1.15,1.15,LOCP,CO-45,1.25
32303,7/20/2004,5,others,2.5,15.3,18,2.3,2.3,OT-1,CO-58,2.5
32363,7/20/2004,5,others,2.25,15.3,17.45,2.15,2.15,LOCP,CO-58,2.25
32390,7/19/2004,5,others,0.75,11.3,12.15,0.45,0.45,others,"CO-69,70",0.75
32725,7/17/2004,5,others,2.5,23.3,2,2.3,2.3,WBRC,CO-26,2.5
33463,7/12/2004,5,others,8.5,9,17.3,8.3,8.3,others,"CO-60,63",8.5
33470,7/12/2004,5,others,2.75,9.15,12,2.45,2.45,others,CO-16,2.75
33609,7/10/2004,5,others,2.166667,15,17.1,2.1,2.1,LOCP,CO-50 ,2.166667
34104,7/7/2004,5,others,1.166667,19.3,20.4,1.1,1.1,LOCP,CO-50,1.166667
34479,7/4/2004,5,others,2.75,22,0.45,2.45,2.45,LOCP,CO-45,2.75
34876,6/30/2004,5,others,3.166667,23.5,3,3.1,3.1,LOCP,CO-51,3.166667
35168,6/28/2004,5,others,0.5,11.3,12,0.3,0.3,OT-3,CO-7,0.5
35171,6/28/2004,5,others,0.5,11.3,12,0.3,0.3,OT-1,CO-4,0.5
35274,6/28/2004,5,others,0.5,11.3,12,0.3,0.3,OT-2,CO-3,0.5
35338,6/27/2004,5,others,1.416667,0.5,2.15,1.25,1.25,OT-3,CO-50,1.416667
35411,6/27/2004,5,others,2.25,21.45,0,2.15,2.15,LOCP,CO-50,2.25
35412,6/27/2004,5,others,2.75,22,0.45,2.45,2.45,OT-2,CO-3,2.75
35420,6/27/2004,5,others,2,22,0,2,2,OT-3,CO-45,2
36355,6/19/2004,5,others,2,12,14,2,2,others,CO-15,2
36356,6/19/2004,5,others,1,0,0,1,1,LOCP,CO-36,1
36967,6/14/2004,5,others,4,17,21,4,4,LOCP,CO-50,4
36970,6/14/2004,5,others,2.5,6,8.3,2.3,3.5,OT-1,CO-4,2.5
37334,6/11/2004,5,others,5.5,0.3,6,5.3,5.3,others,CO-13,5.5
37563,6/10/2004,5,others,1.666667,14,15.4,1.4,1.4,LOCP,CO-51,1.666667
37967,6/7/2004,5,others,1.333333,4.4,6,1.2,1.2,OT-1,CO-4,1.333333
38059,6/6/2004,5,others,0.75,2,2.45,0.45,0.45,OT-3,CO-22,0.75
38127,6/6/2004,5,others,2.166667,1.35,3.45,2.1,2.1,OT-1,CO-13,2.166667
38378,6/4/2004,5,others,0.5,18,18.3,0.3,0.3,OT-1,CO-11,0.5
38457,6/3/2004,5,others,3.5,10.3,14,3.3,3.3,others,"CO-60,66",3.5
38458,6/3/2004,5,others,3.5,10.3,14,3.3,3.3,others,CO-13,3.5
38818,6/1/2004,5,others,1.583333,10.15,11.5,1.35,1.35,LOCP,CO-36,1.583333
38819,6/1/2004,5,others,1,6.3,7.3,1,1,others,CO-60,1
39139,5/30/2004,5,others,1.583333,10.15,11.5,1.35,1.35,LOCP,CO-36,1.583333
39286,5/29/2004,5,others,6,10.3,16.3,6,6,others,CO-63,6
39303,5/29/2004,5,others,2.416667,11.15,13.4,2.25,2.25,OT-2,CO-3,2.416667
41738,5/11/2004,5,others,1.25,15,16.15,1.15,1.15,OT-2,CO-12 -15,1.25
41962,5/9/2004,5,others,2,0,0,2,2,BRC,CO-31,2
43346,4/29/2004,5,others,1.583333,15.45,17.2,1.35,1.35,OT-1,CO-21,1.583333
43772,4/25/2004,5,others,1.25,15,16.15,1.15,1.15,OT-2,"CO-12,15",1.25
43898,4/24/2004,5,others,1.25,2,3.15,1.15,1.15,others,CO-60,1.25
44016,4/23/2004,5,others,1,12.3,13.3,1,1,OT-2,CO-66,1
44172,4/22/2004,5,others,6,6,12,6,6,LOCP,"CO-49,50",6
45282,4/12/2004,5,others,5.666667,6,11.4,5.4,7.25,OT-2,CO-16,5.666667
45900,4/6/2004,5,others,0.5,6,6.3,0.3,0.3,OT-1,CO-16,0.5
46312,4/3/2004,5,others,6,11,17,6,6,others,"CO-59,62",6
46693,3/30/2004,5,others,1.75,4.15,6,1.45,1.45,OT-2,CO-16,1.75
48987,3/11/2004,5,others,9.25,9,18.15,9.15,9.15,others,CO-60,9.25
49499,3/7/2004,5,others,1.5,4,5.3,1.3,1.3,OT-1,CO-16,1.5
50296,3/1/2004,5,others,0.5,5.3,6,0.3,0.3,OT-1,CO-16,0.5
50386,2/29/2004,5,others,9.25,9,18.15,9.15,9.15,WBRC,CO-26,9.25
52137,2/16/2004,5,others,8.5,10,18.3,8.3,8.3,others,"CO-5,8,11",8.5
52915,2/10/2004,5,others,9,10,19,9,9,others,CO-35,9
52916,2/10/2004,5,others,9,10,19,9,9,others,CO-18,9
52980,2/10/2004,5,others,1.75,10.4,12.25,1.45,1.45,OT-3,CO-14,1.75
55210,1/24/2004,5,others,1.5,6.05,7.35,1.3,1.3,OT-2,CO-66,1.5
56603,1/13/2004,5,others,1.083333,8.45,9.5,1.05,1.05,OT-1,CO-12,1.083333
56610,1/13/2004,5,others,1,14,15,1,1,OT-3,CO-14,1
56650,1/12/2004,5,others,4.833333,12,16.5,4.5,4.5,others,CO-17,4.833333
57604,1/5/2004,5,others,0.75,5,5.45,0.45,0.45,OT-3,CO-11,0.75
58446,12/31/2003,5,others,8.5,9,17.3,8.3,8.3,BRC,CO-31,8.5
58556,12/29/2003,5,others,9.5,9,18.3,9.3,9.3,BRC,CO-34,9.5
58604,12/29/2003,5,others,6.25,9,15.15,6.15,6.15,WBRC,CO-25,6.25
58636,12/29/2003,5,others,4.333333,7,11.2,4.2,4.2,others,CO-5,4.333333
58813,12/27/2003,5,others,2,11,13,2,2,others,CO-14,2
59763,12/20/2003,5,others,0.833333,7,7.5,0.5,0.5,OT-1,CO-5,0.833333
60916,12/12/2003,5,others,1,0,0,1,1,LOCP,"CO-44,46",1
60933,12/12/2003,5,others,11,8.3,19.3,11,11,BRC,CO-34,11
60945,12/12/2003,5,others,9,10,19,9,9,WBRC,CO-26,9
60953,12/12/2003,5,others,7.5,10,17.3,7.3,7.3,BRC,CO-31,7.5
61327,12/9/2003,5,others,7,6,13,7,15.35,others,CO-67,7
61359,12/9/2003,5,others,1.5,17.1,18.4,1.3,1.3,OT-3,CO-8,1.5
61741,12/6/2003,5,others,2.333333,6,8.2,2.2,2.35,OT-1,CO-10,2.333333
62004,12/4/2003,5,others,4.5,6,10.3,4.3,10,BRC,CO-32,4.5
62053,12/4/2003,5,others,7,6,13,7,7,WBRC,CO-67,7
62251,12/2/2003,5,others,1,13,14,1,1,WBRC,CO-70,1
62287,12/2/2003,5,others,0.916667,2.15,3.1,0.55,0.55,OT-1,CO-14,0.916667
62350,12/2/2003,5,others,14.75,6,20.3,14.45,14.45,others,CO-10,14.75
63308,11/24/2003,5,others,7.5,7.3,15,7.3,7.3,LOCP,CO-38,7.5
63821,11/20/2003,5,others,0.25,5.45,6,0.15,0.15,others,CO-10,0.25
64317,11/16/2003,5,others,0.25,5.45,6,0.15,0.15,OT-1,CO-10,0.25
64509,11/15/2003,5,others,8.583333,21.25,6,8.35,8.35,others,CO-67,8.583333
64761,11/13/2003,5,others,5.5,0.3,6,5.3,5.3,BRC,CO-32,5.5
64888,11/12/2003,5,others,1.5,22,23.3,1.3,1.3,others,CO-63,1.5
66574,10/31/2003,5,others,2.416667,3.15,5.4,2.25,2.25,OT-2,CO-3,2.416667
68086,10/20/2003,5,others,1.5,6,7.3,1.3,7,others,CO-64,1.5
68101,10/19/2003,5,others,9,9,18,9,9,others,CO-6,9
68103,10/19/2003,5,others,3,15,18,3,3,others,CO-63,3
68997,10/13/2003,5,others,5.5,0.3,6,5.3,5.3,others,CO-64,5.5
69596,10/10/2003,5,others,2.75,22,0.45,2.45,2.45,LOCP,CO-50,2.75
70652,10/3/2003,5,others,12,10,22,12,12,WBRC,CO-70,12
71259,9/28/2003,5,others,8,10,18,8,8,WBRC,"CO-25,59",8
71400,9/27/2003,5,others,0.833333,16.1,17,0.5,0.5,LOCP,CO-50,0.833333
71440,9/27/2003,5,others,1.75,14,15.45,1.45,1.45,LOCP,CO-56,1.75
71823,9/24/2003,5,others,5,22,3,5,5,LOCP,CO-39,5
72583,9/20/2003,5,others,7.75,10,17.45,7.45,7.45,others,"CO-61,65,",7.75
72587,9/20/2003,5,others,7.5,6,13.3,7.3,7.3,others,CO-10,7.5
73412,9/14/2003,5,others,2,15.3,17.3,2,2,LOCP,CO-51,2
73475,9/14/2003,5,others,1.5,9.3,11,1.3,1.3,LOCP,CO-50,1.5
74309,9/9/2003,5,others,11.25,9,20.15,11.15,11.15,others,"CO-5,8,11",11.25
76144,8/26/2003,5,others,1.583333,10.15,11.5,1.35,1.35,LOCP,CO-49,1.583333
77544,8/16/2003,5,others,4,10,14,4,4,others,CO-86,4
78071,8/12/2003,5,others,2,6.45,8.45,2,2,LOCP,CO-36,2
79604,8/3/2003,5,others,9,8,17,9,9,others,CO-1 ,9
80211,7/29/2003,5,others,1.333333,6,7.2,1.2,7.2,others,CO-70,1.333333
80400,7/28/2003,5,others,2.5,15.3,18,2.3,2.3,others,CO-70 ,2.5
158,3/30/2005,6,others,1.666667,10.4,12.2,1.4,1.4,others,CO-85,1.666667
577,3/27/2005,6,others,7.166667,9.3,16.4,7.1,7.1,others,CO-62,7.166667
988,3/23/2005,6,others,6,0,6,6,6,others,CO-70,6
1190,3/22/2005,6,others,8.75,9.3,18.15,8.45,8.45,others,CO-17,8.75
1910,3/15/2005,6,others,8.75,9.3,18.15,8.45,8.45,others,"CO-76,77",8.75
2707,3/9/2005,6,others,10,9.3,19.3,10,10,others,"CO-66,69",10
3147,3/5/2005,6,others,8.916667,9.3,18.25,8.55,8.55,others,CO-7,8.916667
4279,2/24/2005,6,others,11.5,16.3,4,11.3,11.3,LOCP,CO-36,11.5
4507,2/22/2005,6,others,9.25,9,18.15,9.15,9.15,others,CO-58,9.25
4509,2/22/2005,6,others,9.25,9,18.15,9.15,9.15,WBRC,CO-26,9.25
4581,2/22/2005,6,others,0.416667,0.15,0.4,0.25,0.25,others,CO-30,0.416667
4992,2/19/2005,6,others,0.75,22.45,23.3,0.45,0.45,others,"CO-63,64,",0.75
6247,2/9/2005,6,others,9,9.3,18.3,9,9,others,CO-6,9
6618,2/7/2005,6,others,1.833333,13.4,15.3,1.5,1.5,OT-1,CO-64,1.833333
6916,2/5/2005,6,others,8.5,10,18.3,8.3,8.3,others,CO-14  ,8.5
7298,2/2/2005,6,others,1.583333,10.45,12.2,1.35,1.35,LOCP,CO-38,1.583333
7319,2/2/2005,6,others,15.5,9,0.3,15.3,15.3,others,CO-15,15.5
7830,1/29/2005,6,others,8.5,9,17.3,8.3,8.3,BRC,CO-32,8.5
7974,1/28/2005,6,others,0.666667,10.45,11.25,0.4,0.4,OT-2,CO-36,0.666667
8167,1/26/2005,6,others,0.5,12.3,13,0.3,0.3,OT-1,CO-11,0.5
8592,1/23/2005,6,others,9.5,9,18.3,9.3,9.3,BRC,CO-30,9.5
9066,1/19/2005,6,others,8.5,18.3,3,8.3,8.3,others,CO-14,8.5
9281,1/17/2005,6,others,8,10,18,8,8,others,"CO-5,8,11",8
9471,1/16/2005,6,others,8,10,18,8,8,BRC,CO-32,8
11032,1/4/2005,6,others,3.833333,20.1,0,3.5,3.5,OT-2,CO-14,3.833333
11511,12/31/2004,6,others,9.833333,20.1,6,9.5,9.5,others,CO-14,9.833333
11709,12/30/2004,6,others,1,16.4,17.4,1,1,OT-1,CO-7,1
11780,12/29/2004,6,others,0.75,10.3,11.15,0.45,0.45,OT-1,CO-4,0.75
11844,12/29/2004,6,others,9.5,9,18.3,9.3,9.3,others,"CO-6,9",9.5
12748,12/22/2004,6,others,4.5,10,14.3,4.3,4.3,BRC,CO-32,4.5
12757,12/22/2004,6,others,1.5,8.3,10,1.3,1.3,OT-3,CO-22,1.5
13326,12/18/2004,6,others,8.75,9,17.45,8.45,8.45,WBRC,CO-25,8.75
13756,12/14/2004,6,others,8.75,9,17.45,8.45,8.45,BRC,CO-30,8.75
13854,12/14/2004,6,others,8.5,9.3,18,8.3,8.3,others,"CO-66,69",8.5
13855,12/14/2004,6,others,6,11,17,6,6,others,CO-25,6
15002,12/5/2004,6,others,0.5,15.3,16,0.3,0.3,OT-1,CO-15,0.5
15191,12/3/2004,6,others,0.666667,9,9.4,0.4,0.4,others,CO-62,0.666667
15196,12/3/2004,6,others,3.666667,6,9.4,3.4,3.4,others,CO-63,3.666667
15201,12/3/2004,6,others,4,6,10,4,4,others,CO-15,4
15213,12/3/2004,6,others,1.5,14,15.3,1.3,1.3,OT-3,CO-15,1.5
15489,12/1/2004,6,others,2.75,20.15,23,2.45,2.45,OT-1,CO-15,2.75
15556,11/30/2004,6,others,9.5,6,15.3,9.3,17.3,OT-3,CO-13,9.5
15763,11/29/2004,6,others,0.416667,1,1.25,0.25,0.25,BRC,CO-66,0.416667
15967,11/27/2004,6,others,7.5,9,16.3,7.3,7.3,others,CO-24,7.5
16147,11/26/2004,6,others,1.333333,8,9.2,1.2,1.2,OT-1,CO-12,1.333333
16380,11/24/2004,6,others,8,22,6,8,8,OT-3,CO-13,8
16528,11/23/2004,6,others,1.5,22,23.3,1.3,1.3,OT-1,CO-16,1.5
16809,11/21/2004,6,others,1.166667,15.5,17,1.1,1.1,OT-1,CO-44,1.166667
17021,11/19/2004,6,others,1.166667,15,16.1,1.1,1.1,OT-3,CO-2 ,1.166667
17028,11/19/2004,6,others,0.5,13.3,14,0.3,0.3,OT-3,CO-15,0.5
17049,11/19/2004,6,others,1.166667,15.3,16.4,1.1,1.1,OT-1,CO-4,1.166667
17079,11/19/2004,6,others,3.666667,11.1,14.5,3.4,3.4,OT-1,CO-4,3.666667
17253,11/17/2004,6,others,9,9,18,9,9,others,"CO-61,64",9
18060,11/11/2004,6,others,10,9,19,10,10,others,CO-21,10
18360,11/9/2004,6,others,5.833333,17.1,23,5.5,5.5,OT-2,CO-5,5.833333
18362,11/9/2004,6,others,14,9,23,14,14,others,"CO-5,8,11",14
19039,11/4/2004,6,others,0.916667,18.55,19.5,0.55,0.55,OT-3,CO-15,0.916667
19042,11/4/2004,6,others,9.5,9.3,19,9.3,9.3,others,"CO-79,80",9.5
19645,10/30/2004,6,others,2,6,8,2,2,LOCP,CO-49,2
20356,10/25/2004,6,others,0.416667,23.2,23.45,0.25,0.25,others,CO-66,0.416667
20536,10/23/2004,6,others,9.166667,9,18.1,9.1,9.1,others,CO-59,9.166667
21015,10/20/2004,6,others,9.5,9,18.3,9.3,9.3,others,"CO-7,10,13",9.5
21382,10/17/2004,6,others,1,0,0,1,1,OT-3,CO-6,1
21657,10/15/2004,6,others,5.75,11.3,17.15,5.45,5.45,others,"CO-77,84",5.75
21775,10/14/2004,6,others,1.75,12,13.45,1.45,1.45,OT-1,CO-46,1.75
21776,10/14/2004,6,others,1.583333,7.55,9.3,1.35,1.35,OT-1,CO-51,1.583333
21832,10/13/2004,6,others,8.5,9.3,18,8.3,8.3,others,CO-62,8.5
21898,10/13/2004,6,others,1.25,0.1,1.25,1.15,1.15,OT-2,CO-4,1.25
21934,10/12/2004,6,others,2.166667,22,0.1,2.1,2.1,OT-1,CO-4,2.166667
21957,10/12/2004,6,others,0.833333,23.2,0.1,0.5,0.5,others,CO-67,0.833333
21959,10/12/2004,6,others,1.166667,23,0.1,1.1,1.1,others,"CO-66,69",1.166667
21992,10/12/2004,6,others,0.833333,0.1,1,0.5,0.5,others,CO-25,0.833333
22663,10/6/2004,6,others,5.166667,6,11.1,5.1,8.4,others,CO-15,5.166667
23367,9/30/2004,6,others,2.25,9.3,11.45,2.15,2.15,OT-2,CO-15,2.25
23521,9/28/2004,6,others,3.5,2.3,6,3.3,3.3,others,CO-15,3.5
23779,9/26/2004,6,others,0.5,12.3,13,0.3,0.3,OT-3,CO-7,0.5
24881,9/17/2004,6,others,1.333333,0.1,1.3,1.2,1.2,OT-1,CO-21,1.333333
25423,9/13/2004,6,others,9,9,18,9,9,others,CO-59,9
25468,9/12/2004,6,others,9,9,18,9,9,BRC,CO-32,9
25893,9/9/2004,6,others,9,9,18,9,9,WBRC,CO-25,9
25988,9/8/2004,6,others,5.916667,19.15,1.1,5.55,5.55,LOCP,CO-44,5.916667
26197,9/6/2004,6,others,10.5,9.3,20,10.3,10.3,others,CO-60,10.5
26198,9/6/2004,6,others,5,9,14,5,5,BRC,CO-30,5
26418,9/4/2004,6,others,1,19.3,20.3,1,1,others,CO-69,1
26741,9/2/2004,6,others,8.5,9,17.3,8.3,8.3,BRC,CO-34,8.5
26742,9/2/2004,6,others,0.75,15.25,16.1,0.45,0.45,others,CO-68,0.75
26765,9/2/2004,6,others,6,6,12,6,22.3,others,CO-5,6
27174,8/30/2004,6,others,1.75,16.15,18,1.45,1.45,OT-3,CO-5,1.75
27272,8/29/2004,6,others,16.5,13.3,6,16.3,16.3,others,CO-5,16.5
27277,8/29/2004,6,others,0.5,18.3,19,0.3,0.3,WBRC,CO-65,0.5
27344,8/28/2004,6,others,2.75,13.3,16.15,2.45,2.45,OT-2,CO-5,2.75
27718,8/25/2004,6,others,1.666667,18,19.4,1.4,1.4,OT-1,CO-5,1.666667
27723,8/25/2004,6,others,9,9,18,9,9,others,CO-1,9
28823,8/17/2004,6,others,8,9.3,17.3,8,8,BRC,CO-34,8
28843,8/17/2004,6,others,8.75,9.3,18.15,8.45,8.45,others,CO-17,8.75
28847,8/16/2004,6,others,11.75,9.3,21.15,11.45,11.45,others,"CO-76,77",11.75
30839,8/1/2004,6,others,9,9,18,9,9,others,CO-7,9
31736,7/25/2004,6,others,1,4,5,1,1,OT-3,CO-19,1
33044,7/15/2004,6,others,4,11,15,4,4,others,"CO-61,64",4
33124,7/14/2004,6,others,3,14,17,3,3,LOCP,"CO-53,56",3
33530,7/11/2004,6,others,1,6,7,1,1,others,CO-16,1
34160,7/6/2004,6,others,9.5,9,18.3,9.3,9.3,others,"CO-68,65",9.5
34400,7/4/2004,6,others,9,9,18,9,9,others,"CO-6,9,12",9
34664,7/2/2004,6,others,0.5,12.25,12.55,0.3,0.3,RMB,CO-71,0.5
35004,6/30/2004,6,others,2.583333,19.15,21.5,2.35,2.35,others,CO-70,2.583333
35802,6/23/2004,6,others,4.75,19.3,0.15,4.45,4.45,WBRC,CO-26,4.75
35960,6/22/2004,6,others,10,9,19,10,10,others,CO-35,10
37495,6/10/2004,6,others,1.25,10,11.15,1.15,1.15,LOCP,CO-36,1.25
37615,6/9/2004,6,others,1.5,0,0,1.3,1.3,OT-3,CO-13,1.5
37895,6/7/2004,6,others,9.5,9,18.3,9.3,9.3,others,CO-5,9.5
38601,6/2/2004,6,others,5,12,17,5,5,others,"CO-35,78",5
40024,5/23/2004,6,others,1.333333,23.4,1,1.2,1.2,OT-1,CO-13,1.333333
40082,5/23/2004,6,others,0.833333,12.5,13.4,0.5,0.5,OT-3,CO-15,0.833333
40449,5/20/2004,6,others,1.333333,19.3,20.5,1.2,1.2,LOCP,CO-48,1.333333
40625,5/19/2004,6,others,1,15.2,16.2,1,1,OT-1,CO-66,1
40694,5/18/2004,6,others,9.5,9,18.3,9.3,9.3,others,"CO-62,59",9.5
41027,5/16/2004,6,others,9,9,18,9,9,others,"CO-18,85",9
41187,5/15/2004,6,others,1.25,16,17.15,1.15,1.15,LOCP,CO-48,1.25
42059,5/8/2004,6,others,1,15,16,1,1,OT-1,CO-15,1
42558,5/4/2004,6,others,8.5,10,18.3,8.3,8.3,others,"CO-26,65",8.5
44728,4/17/2004,6,others,10,9,19,10,10,others,"CO-7,10",10
45009,4/14/2004,6,others,0.5,12.3,13,0.3,0.3,others,CO-64,0.5
46111,4/4/2004,6,others,4.666667,6,10.4,4.4,4.4,LOCP,CO-38,4.666667
46334,4/3/2004,6,others,1,7.35,8.35,1,1,OT-1,CO-64,1
46417,4/2/2004,6,others,0.5,6,6.3,0.3,0.55,OT-1,CO-9,0.5
46483,4/1/2004,6,others,1.5,14,15.3,1.3,1.3,OT-2,CO-16,1.5
46666,3/31/2004,6,others,8.5,9.3,18,8.3,8.3,others,CO-68,8.5
46821,3/29/2004,6,others,0.5,4.45,5.15,0.3,0.3,OT-1,CO-64,0.5
46850,3/29/2004,6,others,0.416667,5.35,6,0.25,0.25,OT-1,CO-9,0.416667
47105,3/27/2004,6,others,8.25,9.3,17.45,8.15,8.15,BRC,CO-32,8.25
47209,3/26/2004,6,others,8.25,9.3,17.45,8.15,8.15,WBRC,CO-26,8.25
47221,3/26/2004,6,others,0.25,3.45,4,0.15,0.15,OT-1,CO-6,0.25
47542,3/23/2004,6,others,9,9,18,9,9,BRC,CO-32,9
47771,3/21/2004,6,others,1,6,7,1,1,others,CO-60,1
47905,3/20/2004,6,others,1,14.3,15.3,1,1,RMB,CO-71,1
48065,3/19/2004,6,others,1.75,15.15,17,1.45,1.45,others,CO-60,1.75
48083,3/18/2004,6,others,11,9,20,11,11,others,"CO-6,9,12",11
48390,3/16/2004,6,others,1,15,16,1,1,OT-2,CO-12,1
48422,3/16/2004,6,others,0.666667,12.5,13.3,0.4,0.4,OT-3,CO-64,0.666667
48684,3/14/2004,6,others,0.583333,16.45,17.2,0.35,0.35,OT-3,CO-13,0.583333
49018,3/11/2004,6,others,7.75,16.45,0.3,7.45,7.45,others,CO-13,7.75
49019,3/11/2004,6,others,2,22.3,0.3,2,2,OT-1,CO-12,2
49488,3/7/2004,6,others,1,19.4,20.4,1,1,OT-3,CO-66,1
50202,3/2/2004,6,others,1.5,0,0,1.3,1.3,OT-3,CO-10,1.5
50359,3/1/2004,6,others,1.083333,3.1,4.15,1.05,1.05,OT-1,CO-60,1.083333
50453,2/29/2004,6,others,10,9,19,10,10,others,CO-5,10
51256,2/23/2004,6,others,0.666667,14.45,15.25,0.4,0.4,LOCP,CO-50,0.666667
51580,2/20/2004,6,others,5.5,11,16.3,5.3,5.3,others,CO-6 ,5.5
51589,2/20/2004,6,others,6.25,11,17.15,6.15,6.15,others,CO-18,6.25
51729,2/19/2004,6,others,0.75,14,14.45,0.45,0.45,LOCP,CO-44,0.75
51808,2/18/2004,6,others,2,0,0,2,2,BRC,CO-60,2
51820,2/18/2004,6,others,10,9,19,10,10,others,"CO-59,62",10
51949,2/17/2004,6,others,11,6.3,17.3,11,11,LOCP,"CO-44,VS-1",11
