   ,DEL_DATE,SHOP_CODE,MATERIAL,EFF_DURATION,DELAY_FROM,DELAY_TO,DELAY_DURN,CUM_DELAY,EQPT,SUB_EQPT,EFF_DURN
32937,7/15/2004,2,BF-COK,0.333333,18.4,19,0.2,0.2,M/C-1,others,0.333333
32945,7/15/2004,2,SMS-LS,0.166667,17.2,17.3,0.1,0.1,MILL,others,0.166667
32946,7/15/2004,2,I-O-F,0.25,0,0,0.15,0.15,MILL,others,0.25
32947,7/15/2004,2,I-O-L,12,6,18,12,12,BILLET MIL,others,12
32953,7/15/2004,2,SMS-LS,0.583333,16.15,16.5,0.35,0.35,CONV-C,others,0.583333
32958,7/15/2004,2,I-O-L,7.416667,9.35,17,7.25,7.25,OT-3,others,7.416667
32990,7/15/2004,2,I-O-L,24,6,6,24,96,others,MIXER-2,24
32995,7/15/2004,2,BF-COK,1.416667,22.2,23.45,1.25,1.25,CONV-C,others,1.416667
33006,7/15/2004,2,I-O-L,13,10,23,13,13,others,CC-27,13
33007,7/15/2004,2,I-O-L,5.833333,18.3,0.2,5.5,5.5,CT-2,others,5.833333
33019,7/15/2004,2,I-O-L,7.916667,6,13.55,7.55,8.25,CCM-3,others,7.916667
33034,7/15/2004,2,I-O-F,0.333333,0,0,0.2,0.2,MILL,others,0.333333
33040,7/15/2004,2,I-O-L,0.083333,0,0,0.05,0.05,MILL,LHS,0.083333
33067,7/14/2004,2,BF-COK,0.25,0,0,0.15,0.15,MILL,others,0.25
33080,7/14/2004,2,I-O-L,24,6,6,24,72,CCP,BRP,24
33091,7/14/2004,2,BF-DOL,0.333333,23.55,0.15,0.2,0.2,CONV-B,others,0.333333
33092,7/14/2004,2,I-O-L,24,6,6,24,411.25,BOILER-5,others,24
33093,7/14/2004,2,SMS-DL,24,6,6,24,137.35,FK-5,others,24
33097,7/14/2004,2,SMS-LS,24,6,6,24,1286.3,others,CHAMBER-1,24
33156,7/14/2004,2,BF-COK,8,0,0,8,8,PCM,M/C-4,8
33177,7/14/2004,2,BF-COK,1.5,0,0,1.3,1.3,BAR MILL,others,1.5
33191,7/14/2004,2,I-O-L,0.333333,4.3,5.1,0.4,0.4,BAR MILL,LINE-2,0.333333
33192,7/14/2004,2,I-O-F,1.083333,0.25,1.3,1.05,1.05,CONV-C,others,1.083333
33227,7/13/2004,2,BF-COK,1.916667,21.05,23,1.55,1.55,LOCP,CO-30,1.916667
33232,7/13/2004,2,BF-COK,12,6,18,12,12,PCM,M/C-2,12
33237,7/13/2004,2,I-O-F,0.5,22.2,22.5,0.3,0.3,CONV-A,others,0.5
33269,7/13/2004,2,BF-COK,0.75,0,0,0.45,0.45,BILLET MIL,others,0.75
33270,7/13/2004,2,SMS-LS,0.25,22.25,22.4,0.15,0.15,MILL,others,0.25
33271,7/13/2004,2,I-O-F,0.104167,0.1,0.35,0.25,0.25,MILL,LINE-1,0.104167
33279,7/13/2004,2,I-O-L,0.291667,3.15,4.25,1.1,1.1,MILL,LINE-2,0.291667
33280,7/13/2004,2,I-O-F,4.583333,20.35,1.1,4.35,4.35,OT-3,others,4.583333
33289,7/13/2004,2,I-O-F,0.333333,22.3,22.5,0.2,0.2,M/C-2,B FEEDER,0.333333
33305,7/13/2004,2,BF-COK,0.666667,1.2,2,0.4,0.4,CT-1,others,0.666667
33354,7/12/2004,2,I-O-F,1.833333,4.1,6,1.5,1.5,CT-2,others,1.833333
33355,7/12/2004,2,BF-LS,8.25,10,18.15,8.15,8.15,others,STKR,8.25
33390,7/12/2004,2,I-O-L,2,0,0,2,2,PCM,M/C-1,2
33441,7/12/2004,2,BF-COK,0.333333,0,0,0.2,0.2,CONV-C,others,0.333333
33442,7/12/2004,2,I-O-L,0.25,11.35,11.5,0.15,0.15,CONV-A,LANCE,0.25
33445,7/12/2004,2,BF-DOL,1,12.15,13.15,1,1,CCM-4,others,1
33501,7/11/2004,2,BF-DOL,0.25,12.45,13,0.15,0.15,M/C-1,DD SCRN,0.25
33510,7/11/2004,2,BF-COK,0.25,11,11.15,0.15,0.15,M/C-1,others,0.25
33540,7/11/2004,2,SMS-LS,24,6,6,24,48,CCP,BRP,24
33541,7/11/2004,2,I-O-F,1.25,18.45,20,1.15,1.15,F/C-2,others,1.25
33571,7/11/2004,2,BF-DOL,3.25,2.15,5.3,3.15,3.15,CCM-3,others,3.25
33572,7/11/2004,2,I-O-F,0.333333,7,7.2,0.2,0.2,MILL,IM,0.333333
33575,7/11/2004,2,SMS-LS,0.75,2.45,3.3,0.45,0.45,CT-1,others,0.75
33587,7/11/2004,2,BF-COK,0.25,2.3,2.45,0.15,0.15,CT-1,others,0.25
33588,7/11/2004,2,I-O-F,0.666667,0.45,1.25,0.4,0.4,CT-2,others,0.666667
33615,7/10/2004,2,I-O-F,1.833333,4.1,6,1.5,1.5,OT-2,others,1.833333
33629,7/10/2004,2,I-O-F,0.25,0,0,0.15,0.15,BILLET MIL,others,0.25
33630,7/10/2004,2,I-O-F,8.333333,6,14.2,8.2,156.2,LBSS-3,TR-2,8.333333
33635,7/10/2004,2,I-O-F,13.5,7.3,21,13.3,13.3,CT-1,others,13.5
33643,7/10/2004,2,I-O-F,0.25,0,0,0.15,0.15,MILL,others,0.25
33650,7/10/2004,2,I-O-L,0.916667,7.45,8.4,0.55,0.55,OT-3,others,0.916667
33666,7/10/2004,2,BF-COK,1.75,6,7.45,1.45,12.45,OT-3,others,1.75
33747,7/9/2004,2,I-O-L,0.833333,16,17.4,1.4,1.4,BAR MILL,LINE-1,0.833333
33756,7/9/2004,2,I-O-L,0.333333,20.15,20.55,0.4,0.4,BAR MILL,LINE-2,0.333333
33757,7/9/2004,2,I-O-F,0.5,14.3,15,0.3,0.3,BAR MILL,others,0.5
33758,7/9/2004,2,I-O-F,0.25,0,0,0.15,0.15,BILLET MIL,others,0.25
33779,7/9/2004,2,BF-COK,0.166667,0,0,0.1,0.1,MILL,others,0.166667
33791,7/9/2004,2,I-O-L,0.25,0,0,0.15,0.15,MILL,others,0.25
33800,7/9/2004,2,BF-DOL,1.583333,19.55,21.3,1.35,1.35,CCM-1,others,1.583333
33820,7/9/2004,2,BF-LS,7.25,10.3,17.45,7.15,7.15,LOCP,VS-1,7.25
33832,7/9/2004,2,I-O-L,0.5,16.15,16.45,0.3,0.3,OT-2,others,0.5
33834,7/9/2004,2,I-O-L,0.5,6,6.3,0.3,0.3,BAR MILL,others,0.5
33835,7/9/2004,2,SMS-LS,1.5,8,9.3,1.3,1.3,CCM-5,others,1.5
33863,7/8/2004,2,I-O-F,0.916667,16.1,17.05,0.55,0.55,CONV-B,others,0.916667
33865,7/8/2004,2,I-O-L,1.083333,11.3,12.35,1.05,1.05,CONV-A,others,1.083333
33866,7/8/2004,2,I-O-L,1.666667,16,17.4,1.4,1.4,CCM-5,others,1.666667
33908,7/8/2004,2,I-O-L,0.25,0,0,0.15,0.15,BILLET MIL,others,0.25
33965,7/8/2004,2,BF-COK,3.833333,13,16.5,3.5,3.5,CCM-6,others,3.833333
33978,7/8/2004,2,BF-COK,1.416667,16.2,17.45,1.25,1.25,CCM-2,others,1.416667
33979,7/8/2004,2,I-O-F,0.083333,6.25,6.3,0.05,0.05,MILL,others,0.083333
33980,7/8/2004,2,BF-DOL,0.5,11.35,12.05,0.3,0.3,OT-1,others,0.5
33998,7/7/2004,2,BF-COK,12,6,18,12,12,PCM,M/C-3,12
33999,7/7/2004,2,I-O-L,0.583333,0,0,0.35,0.35,BILLET MIL,others,0.583333
34030,7/7/2004,2,I-O-L,0.5,0,0,0.3,0.3,MILL,others,0.5
34037,7/7/2004,2,BF-COK,2,0,0,2,2,PCM,M/C-2,2
34039,7/7/2004,2,BF-COK,0.5,5.3,6,0.3,0.3,CCM-3,others,0.5
34054,7/7/2004,2,I-O-L,0.25,3.3,3.45,0.15,0.15,M/C-2,others,0.25
34056,7/7/2004,2,I-O-L,0.166667,0,0,0.1,0.1,BATTERY-2,CC-2,0.166667
34060,7/7/2004,2,I-O-F,1.083333,3.39,4.44,1.05,1.05,others,CC-2,1.083333
34066,7/7/2004,2,BF-COK,3.833333,1.1,5,3.5,3.5,others,CC-2,3.833333
34074,7/7/2004,2,I-O-F,8,0,0,8,8,PCM,M/C-4,8
34146,7/6/2004,2,BF-COK,24,6,6,24,72,others,MIXER-2,24
34161,7/6/2004,2,I-O-L,24,6,6,24,7124.1,others,PAC-1,24
34178,7/6/2004,2,I-O-F,0.333333,22.15,22.35,0.2,0.2,MILL,others,0.333333
34179,7/6/2004,2,I-O-L,6,0,0,6,6,PCM,M/C-2,6
34195,7/6/2004,2,BF-COK,0.083333,4.1,4.3,0.2,0.2,MILL,LINE-4,0.083333
34205,7/6/2004,2,I-O-F,0.25,1.45,2.45,1,1,MILL,LINE-2,0.25
34327,7/5/2004,2,BF-COK,0.333333,1.3,2.1,0.4,0.4,BAR MILL,LINE-1,0.333333
34340,7/5/2004,2,BF-DOL,3.75,12,15.45,3.45,3.45,others,DF CR-2,3.75
34363,7/5/2004,2,I-O-F,1.25,15,16.15,1.15,1.15,others,SCR,1.25
34411,7/4/2004,2,SMS-DL,0.166667,0,0,0.1,0.1,MILL,LHS,0.166667
34457,7/4/2004,2,BF-COK,16,0,0,16,16,TBDB PLANT,others,16
34458,7/4/2004,2,BF-COK,1.166667,17.35,18.45,1.1,1.1,F/C-2,others,1.166667
34465,7/4/2004,2,I-O-F,0.5,0,0,0.3,0.3,BILLET MIL,others,0.5
34488,7/4/2004,2,I-O-F,6,0,0,6,6,PCM,M/C-1,6
34495,7/4/2004,2,BF-COK,24,6,6,24,365,others,CHAMBER-11,24
34506,7/4/2004,2,BF-COK,11.5,7.3,19,11.3,11.3,OT-3,others,11.5
34510,7/4/2004,2,I-O-L,0.833333,18.3,20.1,1.4,1.4,BAR MILL,LINE-1,0.833333
34534,7/3/2004,2,I-O-F,24,6,6,24,48,others,MIXER-2,24
34538,7/3/2004,2,BF-COK,1.333333,13.55,15.15,1.2,1.2,CSP,others,1.333333
34545,7/3/2004,2,BF-COK,0.166667,0,0,0.1,0.1,BILLET MIL,others,0.166667
34564,7/3/2004,2,BF-DOL,0.083333,0,0,0.05,0.05,MILL,RHS,0.083333
34565,7/3/2004,2,I-O-F,0.166667,0,0,0.1,0.1,MILL,RHS,0.166667
34612,7/3/2004,2,BF-COK,0.5,0,0,0.3,0.3,MILL,others,0.5
34615,7/3/2004,2,BF-LS,0.333333,22.05,22.25,0.2,0.2,MILL,others,0.333333
34689,7/2/2004,2,BF-COK,0.25,0,0,0.15,0.15,MILL,LHS,0.25
34690,7/2/2004,2,BF-COK,0.166667,0,0,0.1,0.1,MILL,LHS,0.166667
34766,7/1/2004,2,I-O-L,4.166667,6,10.1,4.1,4.55,CT-2,others,4.166667
34805,7/1/2004,2,BF-DOL,1,14.3,15.3,1,1,CONV-A,others,1
34856,7/1/2004,2,BF-DOL,0.5,3.3,4,0.3,0.3,OT-2,others,0.5
34877,6/30/2004,2,I-O-L,0.166667,17.1,17.2,0.1,0.1,MILL,others,0.166667
34878,6/30/2004,2,I-O-L,0.5,14.5,15.2,0.3,0.3,MILL,FB,0.5
34885,6/30/2004,2,I-O-F,0.333333,14.25,14.45,0.2,0.2,MILL,others,0.333333
34901,6/30/2004,2,I-O-F,0.166667,22.5,23.3,0.4,0.4,MILL,LINE-2,0.166667
34903,6/30/2004,2,I-O-F,0.25,0,0,0.15,0.15,MILL,others,0.25
34910,6/30/2004,2,I-O-F,1.166667,15.35,16.45,1.1,1.1,OT-2,others,1.166667
34912,6/30/2004,2,BF-COK,0.666667,2.2,3,0.4,0.4,CONV-B,others,0.666667
34966,6/30/2004,2,I-O-L,6.5,23.3,6,6.3,6.3,CCM-3,others,6.5
34995,6/30/2004,2,BF-DOL,0.333333,0.45,1.05,0.2,0.2,CONV-A,others,0.333333
35020,6/29/2004,2,I-O-F,3,1,4,3,3,CT-2,others,3
35021,6/29/2004,2,SMS-LS,8.5,10,18.3,8.3,8.3,BRC,others,8.5
35097,6/29/2004,2,I-O-F,0.25,0.15,0.3,0.15,0.15,M/C-1,B FEEDER,0.25
35138,6/29/2004,2,I-O-F,24,6,6,24,24,CCP,BRP,24
35139,6/29/2004,2,BF-DOL,0.333333,1.1,1.5,0.4,0.4,BAR MILL,LINE-2,0.333333
35179,6/28/2004,2,I-O-F,0.104167,14,14.25,0.25,0.25,MILL,LINE-2,0.104167
35180,6/28/2004,2,I-O-F,0.333333,0.3,1.1,0.4,0.4,BAR MILL,LINE-1,0.333333
35281,6/27/2004,2,BF-LS,1.333333,16.25,17.45,1.2,1.2,CT-1,others,1.333333
35283,6/27/2004,2,I-O-L,7,10,17,7,7,others,TB STKR,7
35312,6/27/2004,2,I-O-L,24,6,6,24,363.25,BOILER-5,others,24
35330,6/27/2004,2,SMS-DL,2.666667,2.2,5,2.4,2.4,OT-1,others,2.666667
35331,6/27/2004,2,BF-LS,0.5,6,6.3,0.3,0.3,BAR MILL,others,0.5
35332,6/27/2004,2,I-O-F,0.5,0,0,0.3,0.3,BILLET MIL,others,0.5
35360,6/27/2004,2,I-O-F,1.75,0,0,1.45,1.45,MILL,others,1.75
35400,6/27/2004,2,I-O-F,16,0,0,16,16,TBDB PLANT,others,16
35418,6/27/2004,2,SMS-LS,3,14,17,3,3,M/C-2,SD SCRN,3
35425,6/27/2004,2,I-O-L,0.5,16.5,17.2,0.3,0.3,M/C-1,others,0.5
35436,6/26/2004,2,I-O-L,0.166667,0,0,0.1,0.1,BILLET MIL,SHEAR,0.166667
35443,6/26/2004,2,I-O-L,0.75,5.15,6,0.45,0.45,CT-2,others,0.75
35455,6/26/2004,2,I-O-L,4,0,0,4,4,PCM,M/C-3,4
35456,6/26/2004,2,I-O-L,4,0,0,4,4,PCM,M/C-1,4
35466,6/26/2004,2,I-O-F,1,3,4,1,1,CT-1,others,1
35474,6/26/2004,2,I-O-F,0.333333,5.4,6,0.2,0.2,M/C-2,DRUM COLR,0.333333
35475,6/26/2004,2,I-O-L,8,22,6,8,8,PCM,M/C-4,8
35487,6/26/2004,2,I-O-F,0.166667,0,0,0.1,0.1,MILL,others,0.166667
35489,6/26/2004,2,I-O-L,7.083333,11.3,18.35,7.05,7.05,CT-2,others,7.083333
35499,6/26/2004,2,I-O-F,0.833333,3.15,4.55,1.4,1.4,BAR MILL,LINE-2,0.833333
35578,6/25/2004,2,I-O-F,0.25,0,0,0.15,0.15,BAR MILL,others,0.25
35588,6/25/2004,2,I-O-F,0.25,0,0,0.15,0.15,BILLET MIL,others,0.25
35589,6/25/2004,2,I-O-F,0.25,0,0,0.15,0.15,MILL,others,0.25
35590,6/25/2004,2,BF-DOL,8,0,0,8,8,TBDB PLANT,others,8
35609,6/25/2004,2,SMS-LS,16,0,0,16,16,TBDB PLANT,others,16
35615,6/25/2004,2,I-O-F,0.75,3.15,4,0.45,0.45,MILL,S-13,0.75
35629,6/25/2004,2,I-O-L,0.416667,0.3,0.55,0.25,0.25,OT-1,others,0.416667
35647,6/25/2004,2,I-O-L,0.666667,23,23.4,0.4,0.4,OT-3,others,0.666667
35648,6/25/2004,2,I-O-L,7,18.45,1.45,7,7,MIXER-1,others,7
35658,6/25/2004,2,I-O-L,0.5,4,6,2,2,MILL,LINE-3,0.5
35670,6/25/2004,2,I-O-L,0.25,0,0,0.15,0.15,MILL,others,0.25
35700,6/24/2004,2,BF-COK,1,11,12,1,1,CCM-3,others,1
35710,6/24/2004,2,I-O-L,3,6.05,9.05,3,3,CCM-6,others,3
35711,6/24/2004,2,I-O-L,3.916667,8.05,12,3.55,3.55,CCM-4,others,3.916667
35720,6/24/2004,2,I-O-L,0.75,18.45,19.3,0.45,0.45,CONV-A,others,0.75
35729,6/24/2004,2,I-O-L,9.833333,13.1,23,9.5,9.5,OT-3,others,9.833333
35770,6/24/2004,2,I-O-L,0.25,11.3,11.45,0.15,0.15,CONV-B,others,0.25
35771,6/24/2004,2,I-O-F,0.333333,0.3,0.5,0.2,0.2,CT-2,others,0.333333
35785,6/23/2004,2,I-O-L,4,2,6,4,4,MIXER-1,others,4
35786,6/23/2004,2,I-O-L,3,3,6,3,3,CCM-2,others,3
35801,6/23/2004,2,I-O-F,0.083333,0.55,1,0.05,0.05,MILL,others,0.083333
35803,6/23/2004,2,I-O-L,0.166667,22.05,22.15,0.1,0.1,MILL,others,0.166667
35804,6/23/2004,2,I-O-L,0.166667,0,0,0.1,0.1,MILL,RHS,0.166667
35816,6/23/2004,2,BF-DOL,0.166667,0,0,0.1,0.1,MILL,LHS,0.166667
35817,6/23/2004,2,BF-COK,0.5,0,0,0.3,0.3,MILL,others,0.5
35855,6/23/2004,2,I-O-L,0.416667,1,1.25,0.25,0.25,CCM-1,others,0.416667
35869,6/23/2004,2,BF-DOL,5.916667,21.5,3.45,5.55,5.55,CCM-5,others,5.916667
35898,6/22/2004,2,I-O-L,9.833333,12,21.5,9.5,9.5,CCM-3,others,9.833333
35919,6/22/2004,2,I-O-L,0.333333,0,0,0.2,0.2,MILL,others,0.333333
35944,6/22/2004,2,I-O-L,0.25,13.3,13.45,0.15,0.15,M/C-1,others,0.25
35945,6/22/2004,2,I-O-L,0.166667,0,0,0.1,0.1,BILLET MIL,F/C-1,0.166667
35946,6/22/2004,2,I-O-F,0.25,0,0,0.15,0.15,BILLET MIL,others,0.25
35949,6/22/2004,2,I-O-F,0.333333,7,7.4,0.4,0.4,BAR MILL,LINE-1,0.333333
35951,6/22/2004,2,I-O-F,0.416667,9.25,9.5,0.25,0.25,CONV-A,others,0.416667
35953,6/22/2004,2,I-O-L,0.25,6.15,6.3,0.15,0.15,MILL,others,0.25
35959,6/22/2004,2,I-O-F,0.25,21.05,21.2,0.15,0.15,M/C-1,B FEEDER,0.25
35979,6/22/2004,2,I-O-F,0.083333,12,12.2,0.2,0.2,MILL,LINE-4,0.083333
35993,6/22/2004,2,BF-COK,0.166667,0,0,0.1,0.1,MILL,others,0.166667
36031,6/21/2004,2,I-O-F,8,6,14,8,8,PCM,M/C-4,8
36032,6/21/2004,2,BF-DOL,24,6,6,24,65.35,FK-5,others,24
36046,6/21/2004,2,I-O-L,1.416667,21.3,22.55,1.25,1.25,CONV-C,TH,1.416667
36074,6/21/2004,2,I-O-F,0.333333,23.2,23.4,0.2,0.2,CONV-B,others,0.333333
36075,6/21/2004,2,I-O-F,0.916667,6,6.55,0.55,14.25,CCM-3,others,0.916667
36082,6/21/2004,2,I-O-F,0.083333,6,6.05,0.05,0.25,CCM-6,others,0.083333
36085,6/21/2004,2,I-O-F,9,10,19,9,9,others,CC-8,9
36102,6/21/2004,2,I-O-F,0.25,12.1,12.25,0.15,0.15,M/C-1,others,0.25
36103,6/21/2004,2,I-O-L,1,6,8,2,2,BAR MILL,LINE-2,1
36110,6/21/2004,2,I-O-L,0.333333,23.45,0.05,0.2,0.2,CONV-C,others,0.333333
36148,6/21/2004,2,I-O-L,0.416667,0,0,0.25,0.25,BILLET MIL,S-6,0.416667
36149,6/21/2004,2,I-O-F,0.583333,0,0,0.35,0.35,BILLET MIL,others,0.583333
36150,6/21/2004,2,I-O-F,0.083333,6,6.05,0.05,14.35,others,SCR,0.083333
36163,6/20/2004,2,I-O-F,4.416667,6,10.25,4.25,10.55,OT-1,others,4.416667
36189,6/20/2004,2,SMS-DL,24,6,6,24,100,LBSS-3,TR-2,24
36192,6/20/2004,2,I-O-L,5.916667,6,11.55,5.55,8.25,CT-1,others,5.916667
36193,6/20/2004,2,I-O-F,2.666667,6,8.4,2.4,4.2,OT-3,others,2.666667
36200,6/20/2004,2,I-O-L,24,6,6,24,1214.3,others,CHAMBER-1,24
36219,6/20/2004,2,I-O-L,0.083333,6,6.05,0.05,11.35,OT-2,others,0.083333
36220,6/20/2004,2,I-O-L,0.333333,18.4,19.2,0.4,0.4,BAR MILL,LINE-2,0.333333
36221,6/20/2004,2,I-O-L,8,10,18,8,8,others,RG-2,8
36222,6/20/2004,2,SMS-DL,0.083333,21.1,21.3,0.2,0.2,MILL,LINE-2,0.083333
36252,6/20/2004,2,I-O-L,0.104167,21,21.25,0.25,0.25,MILL,LINE-1,0.104167
36255,6/20/2004,2,I-O-L,0.083333,19.15,19.2,0.05,0.05,MILL,others,0.083333
36263,6/20/2004,2,I-O-L,0.25,18.15,18.3,0.15,0.15,MILL,S-12,0.25
36297,6/19/2004,2,BF-DOL,0.333333,14.15,14.35,0.2,0.2,MILL,others,0.333333
36298,6/19/2004,2,BF-DOL,0.5,0,0,0.3,0.3,MILL,others,0.5
36299,6/19/2004,2,BF-DOL,0.333333,0,0,0.2,0.2,MILL,SHEAR-800,0.333333
36303,6/19/2004,2,I-O-L,0.333333,0,0,0.2,0.2,MILL,others,0.333333
36304,6/19/2004,2,SMS-LS,0.166667,16.1,16.3,0.2,0.2,MILL,"LINE-3,4",0.166667
36306,6/19/2004,2,I-O-F,0.166667,19.2,19.4,0.2,0.2,BAR MILL,LINE-2,0.166667
36308,6/19/2004,2,I-O-F,0.0625,13.45,14,0.15,0.15,MILL,LINE-4,0.0625
36317,6/19/2004,2,SMS-LS,0.333333,15,15.4,0.4,0.4,BAR MILL,LINE-2,0.333333
36319,6/19/2004,2,I-O-F,0.333333,19.2,20,0.4,0.4,BAR MILL,LINE-1,0.333333
36382,6/19/2004,2,I-O-L,1.333333,14,15.2,1.2,1.2,LOCP,CO-45,1.333333
36399,6/19/2004,2,BF-COK,0.416667,16.35,17,0.25,0.25,OT-2,others,0.416667
36425,6/18/2004,2,I-O-L,9.083333,15.25,0.3,9.05,9.05,OT-1,others,9.083333
36449,6/18/2004,2,I-O-F,10,9,19,10,10,BRC,others,10
36450,6/18/2004,2,I-O-F,10,9,19,10,10,others,CO-1,10
36472,6/18/2004,2,I-O-L,5.666667,20.1,1.5,5.4,5.4,OT-2,others,5.666667
36473,6/18/2004,2,BF-COK,8,0,0,8,8,PCM,M/C-4,8
36509,6/18/2004,2,BF-COK,8,0,0,8,8,PCM,M/C-1,8
36510,6/18/2004,2,BF-COK,6,0,0,6,6,PCM,M/C-3,6
36511,6/18/2004,2,I-O-F,0.666667,9,9.4,0.4,0.4,CONV-B,others,0.666667
36512,6/18/2004,2,I-O-F,0.333333,10,10.2,0.2,0.2,CONV-A,others,0.333333
36513,6/18/2004,2,I-O-F,0.25,11.15,11.3,0.15,0.15,CONV-B,others,0.25
36536,6/17/2004,2,I-O-L,0.916667,14,14.55,0.55,0.55,CONV-B,others,0.916667
36541,6/17/2004,2,I-O-F,1.583333,19.5,21.25,1.35,1.35,CT-1,others,1.583333
36555,6/17/2004,2,BF-LS,0.25,0,0,0.15,0.15,BILLET MIL,others,0.25
36560,6/17/2004,2,I-O-L,0.416667,15.45,16.1,0.25,0.25,CCM-4,others,0.416667
36561,6/17/2004,2,I-O-L,0.416667,0,0,0.25,0.25,MILL,others,0.416667
36562,6/17/2004,2,BF-LS,0.083333,0,0,0.05,0.05,MILL,others,0.083333
36574,6/17/2004,2,I-O-F,1.583333,19.5,21.25,1.35,1.35,CT-1,others,1.583333
36590,6/17/2004,2,I-O-L,2.5,3.3,6,2.3,2.3,CT-1,others,2.5
36603,6/17/2004,2,BF-COK,0.333333,0,0,0.2,0.2,MILL,others,0.333333
36642,6/17/2004,2,I-O-L,4,0,0,4,4,PCM,M/C-1,4
36657,6/17/2004,2,BF-DOL,0.666667,18.1,18.5,0.4,0.4,CONV-B,others,0.666667
36668,6/16/2004,2,BF-DOL,0.583333,10.45,11.2,0.35,0.35,OT-1,others,0.583333
36677,6/16/2004,2,BF-COK,0.916667,11.5,12.45,0.55,0.55,OT-3,others,0.916667
36679,6/16/2004,2,I-O-L,0.916667,14,14.55,0.55,0.55,OT-2,others,0.916667
36681,6/16/2004,2,I-O-L,1.166667,17.4,18.5,1.1,1.1,OT-1,others,1.166667
36689,6/16/2004,2,I-O-L,0.666667,0,0,1.2,1.2,BAR MILL,LINE-1,0.666667
36704,6/16/2004,2,I-O-L,0.916667,6.2,7.15,0.55,0.55,CONV-C,others,0.916667
36727,6/16/2004,2,I-O-L,7,6.05,13.05,7,7,CCM-1,others,7
36735,6/16/2004,2,BF-LS,1.666667,14.5,16.3,1.4,1.4,CCM-3,others,1.666667
36789,6/15/2004,2,SMS-LS,0.25,0,0,0.15,0.15,MILL,LHS,0.25
36800,6/15/2004,2,I-O-L,0.083333,0,0,0.05,0.05,MILL,RHS,0.083333
36802,6/15/2004,2,BF-LS,0.166667,0,0,0.1,0.1,MILL,RHS,0.166667
36821,6/15/2004,2,BF-COK,8,0,0,8,8,PCM,M/C-2,8
36822,6/15/2004,2,BF-COK,3,0,0,3,3,PCM,M/C-1,3
36823,6/15/2004,2,I-O-L,2.916667,1.45,4.4,2.55,2.55,CT-2,others,2.916667
36833,6/15/2004,2,I-O-L,0.75,0.1,0.55,0.45,0.45,MILL,others,0.75
36836,6/15/2004,2,I-O-L,0.083333,17.5,18.1,0.2,0.2,MILL,LINE-3,0.083333
36840,6/15/2004,2,BF-DOL,0.083333,15.4,16,0.2,0.2,MILL,LINE-3,0.083333
36858,6/15/2004,2,SMS-LS,11.5,18.3,6,11.3,11.3,OT-2,others,11.5
36859,6/15/2004,2,I-O-L,1.833333,22.05,23.55,1.5,1.5,others,HMTC,1.833333
36897,6/15/2004,2,I-O-L,6.5,23.3,6,6.3,6.3,OT-1,others,6.5
36908,6/15/2004,2,I-O-L,1.666667,4.2,6,1.4,1.4,OT-3,others,1.666667
36911,6/15/2004,2,I-O-L,0.5,22.3,23,0.3,0.3,CONV-A,others,0.5
36920,6/14/2004,2,I-O-F,0.583333,1.25,2,0.35,0.35,CONV-A,others,0.583333
36944,6/14/2004,2,BF-COK,0.083333,7.1,7.3,0.2,0.2,MILL,LINE-1,0.083333
36946,6/14/2004,2,I-O-F,0.833333,3,3.5,0.5,0.5,CONV-A,STC-1,0.833333
36962,6/14/2004,2,I-O-F,0.25,0,0,0.15,0.15,MILL,others,0.25
37011,6/14/2004,2,I-O-L,24,6,6,24,1261,others,MIXER-2,24
37012,6/14/2004,2,I-O-L,24,6,6,24,7052.1,others,PAC-1,24
37023,6/14/2004,2,I-O-L,4,0,0,4,4,PCM,M/C-4,4
37024,6/14/2004,2,I-O-F,0.25,0.3,0.45,0.15,0.15,M/C-1,OK-5,0.25
37027,6/14/2004,2,I-O-L,0.333333,4.45,5.05,0.2,0.2,M/C-1,B FEEDER,0.333333
37033,6/14/2004,2,BF-DOL,0.25,0,0,0.15,0.15,BILLET MIL,others,0.25
37035,6/14/2004,2,I-O-L,0.333333,5.4,6,0.2,0.2,CCM-6,others,0.333333
37049,6/14/2004,2,I-O-L,0.333333,4.5,5.3,0.4,0.4,BAR MILL,LINE-2,0.333333
37055,6/14/2004,2,I-O-L,1.166667,22.3,23.4,1.1,1.1,CONV-C,others,1.166667
37067,6/13/2004,2,I-O-L,0.25,23.5,0.05,0.15,0.15,CONV-B,others,0.25
37082,6/13/2004,2,I-O-F,13.5,16.3,6,13.3,13.3,CCM-3,others,13.5
37085,6/13/2004,2,I-O-F,5.833333,6,11.5,5.5,16.5,OT-3,others,5.833333
37133,6/13/2004,2,I-O-L,0.333333,22.1,22.3,0.2,0.2,MILL,others,0.333333
37158,6/13/2004,2,BF-DOL,0.166667,0,0,0.1,0.1,MILL,others,0.166667
37160,6/13/2004,2,I-O-F,0.166667,0,0,0.1,0.1,MILL,others,0.166667
37162,6/13/2004,2,I-O-L,0.083333,22.3,22.5,0.2,0.2,MILL,LINE-4,0.083333
37167,6/13/2004,2,I-O-L,0.104167,7.35,8,0.25,0.25,MILL,LINE-1,0.104167
37168,6/13/2004,2,I-O-L,0.333333,2.2,2.4,0.2,0.2,CONV-B,others,0.333333
37169,6/13/2004,2,I-O-L,0.75,18.45,19.3,0.45,0.45,others,SCR,0.75
