   ,DEL_DATE,SHOP_CODE,MATERIAL,EFF_DURATION,DELAY_FROM,DELAY_TO,DELAY_DURN,CUM_DELAY,EQPT,SUB_EQPT,EFF_DURN
12,3/31/2005,1,BC,7.5,10.3,18,7.3,7.3,others,"CC-15,19",7.5
78,3/31/2005,1,ICC,10.666667,17,3.4,10.4,10.4,OT-3,others,10.666667
88,3/31/2005,1,ICC,1,5,6,1,1,CT-1,others,1
92,3/31/2005,1,ISC,2.083333,2.35,4.4,2.05,2.05,CT-2,others,2.083333
228,3/30/2005,1,ISC,4.583333,16.1,20.45,4.35,4.35,GETS,TG-2,4.583333
327,3/29/2005,1,ISC,0,0,0,0,0,MILL,others,0
355,3/29/2005,1,BC,24,6,6,24,106,CONV-C,others,24
374,3/29/2005,1,BC,1.166667,14,15.1,1.1,1.1,CONV-A,others,1.166667
375,3/29/2005,1,BC,0.5,17.2,17.5,0.3,0.3,CONV-A,others,0.5
376,3/29/2005,1,ISC,13.5,16.3,6,13.3,13.3,MIXER-1,others,13.5
405,3/28/2005,1,BC,1.25,6,7.15,1.15,22.55,CT-2,others,1.25
408,3/28/2005,1,MCC,1.75,6,7.45,1.45,2.15,OT-1,others,1.75
415,3/28/2005,1,ISC,1,8.55,9.55,1,1,F/C-2,TH-6,1
416,3/28/2005,1,ICC,0,0,0,0,0,CCM-6,others,0
474,3/28/2005,1,ICC,0,0,0,0,0,CCM-1,others,0
484,3/28/2005,1,ICC,0,0,0,0,0,CCM-3,others,0
559,3/27/2005,1,ICC,0.25,4.3,4.45,0.15,0.15,M/C-1,others,0.25
560,3/27/2005,1,MCC,0,0,0,0,0,CCM-5,others,0
573,3/27/2005,1,BC,0,0,0,0,0,BILLET MIL,others,0
580,3/27/2005,1,ISC,0,0,0,0,0,BAR MILL,others,0
622,3/26/2005,1,BC,0,0,0,0,0,OT-3,others,0
623,3/26/2005,1,ICC,24,6,6,24,24,BAR MILL,others,24
640,3/26/2005,1,BC,0.166667,2,2.1,0.1,0.1,MILL,others,0.166667
665,3/26/2005,1,ICC,0.166667,4.2,4.3,0.1,0.1,MILL,S-12,0.166667
734,3/25/2005,1,ICC,3.416667,7.3,10.55,3.25,3.25,OT-3,others,3.416667
735,3/25/2005,1,ICC,3,9.3,12.3,3,3,LOCP,VS-4,3
838,3/24/2005,1,BC,7,11.3,18.3,7,7,BRC,others,7
851,3/24/2005,1,MCC,0.416667,7.15,7.4,0.25,0.25,CT-2,others,0.416667
879,3/24/2005,1,MCC,0.666667,9.3,10.1,0.4,0.4,OT-2,others,0.666667
881,3/24/2005,1,BC,0.416667,6.15,6.4,0.25,0.25,MILL,others,0.416667
892,3/24/2005,1,MCC,1.333333,7.45,9.05,1.2,1.2,GETS,TG-2,1.333333
934,3/24/2005,1,BC,6.916667,11,17.55,6.55,6.55,CCM-3,others,6.916667
944,3/24/2005,1,ICC,2.75,13.15,16,2.45,2.45,OT-3,others,2.75
946,3/24/2005,1,ICC,1.25,21.45,23,1.15,1.15,CT-2,others,1.25
964,3/23/2005,1,ICC,0,0,0,0,0,CT-1,others,0
1049,3/23/2005,1,MCC,4,0,0,4,4,PCM,M/C-3,4
1050,3/23/2005,1,BC,7.75,17.5,1.35,7.45,7.45,CCM-1,others,7.75
1167,3/22/2005,1,ICC,22.333333,7.4,6,22.2,22.2,CCM-6,others,22.333333
1181,3/22/2005,1,BC,0.416667,1.25,1.5,0.25,0.25,OT-2,others,0.416667
1183,3/22/2005,1,ICC,0.833333,3.3,4.2,0.5,0.5,OT-1,others,0.833333
1259,3/21/2005,1,ICC,16,0,0,16,16,TBDB PLANT,others,16
1299,3/21/2005,1,MCC,1.916667,14.55,16.5,1.55,1.55,CCM-5,others,1.916667
1300,3/21/2005,1,MCC,0.125,10.45,11.15,0.3,0.3,MILL,LINE-3,0.125
1301,3/21/2005,1,ICC,0.666667,17.1,17.5,0.4,0.4,CCM-1,others,0.666667
1340,3/20/2005,1,ICC,0.083333,14.25,14.45,0.2,0.2,MILL,LINE-1,0.083333
1347,3/20/2005,1,BC,0,0,0,0,0,OT-2,others,0
1387,3/20/2005,1,BC,0.333333,17.2,17.4,0.2,0.2,MILL,others,0.333333
1451,3/19/2005,1,ISC,4,0,0,4,4,PCM,M/C-4,4
1453,3/19/2005,1,BC,4,0,0,4,4,PCM,M/C-2,4
1492,3/19/2005,1,ICC,1,16,17,1,1,OT-3,others,1
1524,3/19/2005,1,ISC,8,6,14,8,8,PCM,M/C-3,8
1535,3/19/2005,1,BC,10.083333,8.4,18.45,10.05,10.05,OT-1,others,10.083333
1546,3/19/2005,1,BC,24,6,6,24,3120,others,STOVE-4,24
1554,3/18/2005,1,ICC,6.25,6,12.15,6.15,10.45,CCM-4,others,6.25
1631,3/18/2005,1,ICC,24,6,6,24,82,CONV-C,others,24
1657,3/17/2005,1,ICC,8.75,8.45,17.3,8.45,8.45,M/C-1,others,8.75
1662,3/17/2005,1,ICC,24,6,6,24,24,others,CHAMBER-5,24
1709,3/17/2005,1,BC,5,13.45,18.45,5,5,OT-2,others,5
1718,3/17/2005,1,ICC,1.083333,18.35,19.4,1.05,1.05,CCM-2,others,1.083333
1719,3/17/2005,1,BC,24,6,6,24,30,FK-3,others,24
1739,3/17/2005,1,BC,5.416667,8,13.25,5.25,5.25,CCM-1,others,5.416667
1741,3/17/2005,1,MCC,0.25,0,0,0.15,0.15,BILLET MIL,others,0.25
1827,3/16/2005,1,ICC,8,0,0,8,8,PCM,M/C-2,8
1828,3/16/2005,1,MCC,0.166667,10,10.1,0.1,0.1,MILL,FB,0.166667
1875,3/16/2005,1,ICC,3.75,14.3,18.15,3.45,3.45,WBRC,"CC-51,52",3.75
1884,3/16/2005,1,MCC,7.75,10.15,18,7.45,7.45,SCR,CC-39,7.75
1928,3/15/2005,1,BC,2.666667,17.5,20.3,2.4,2.4,CCM-6,others,2.666667
1959,3/15/2005,1,ISC,8,0,0,8,8,PCM,M/C-1,8
1960,3/15/2005,1,BC,8.75,9,17.45,8.45,8.45,BRC,CO-30,8.75
1961,3/15/2005,1,BC,8.75,11.3,20.15,8.45,8.45,CCM-5,others,8.75
1962,3/15/2005,1,BC,8.75,9,17.45,8.45,8.45,LOCP,VS-3,8.75
1963,3/15/2005,1,ICC,2,18.55,20.55,2,2,OT-1,others,2
1964,3/15/2005,1,ICC,0.75,15.3,16.15,0.45,0.45,OT-3,others,0.75
1994,3/15/2005,1,ISC,1.333333,9.1,10.3,1.2,1.2,CONV-B,TH,1.333333
2101,3/14/2005,1,ICC,4,0,0,4,4,PCM,M/C-2,4
2103,3/14/2005,1,ISC,6,0,0,6,6,PCM,M/C-4,6
2115,3/14/2005,1,ICC,0.25,0,0,0.15,0.15,BILLET MIL,others,0.25
2170,3/13/2005,1,ISC,0.0625,22.25,22.4,0.15,0.15,MILL,LINE-4,0.0625
2203,3/13/2005,1,ISC,0.75,0,0,0.45,0.45,BILLET MIL,others,0.75
2204,3/13/2005,1,BC,0.25,0,0,0.15,0.15,BILLET MIL,others,0.25
2272,3/12/2005,1,ISC,21.666667,8.2,6,21.4,21.4,CT-2,others,21.666667
2274,3/12/2005,1,BC,0.5,14,14.3,0.3,0.3,BAR MILL,others,0.5
2292,3/12/2005,1,ISC,0.416667,22,22.25,0.25,0.25,MILL,others,0.416667
2297,3/12/2005,1,ICC,0.333333,17,17.4,0.4,0.4,BAR MILL,LINE-2,0.333333
2427,3/11/2005,1,BC,0.416667,1.5,2.15,0.25,0.25,CT-1,others,0.416667
2445,3/11/2005,1,ICC,0.333333,2.1,2.3,0.2,0.2,OT-1,others,0.333333
2446,3/11/2005,1,BC,1,2.1,3.1,1,1,OT-3,others,1
2486,3/11/2005,1,ISC,6,21.45,3.45,6,6,OT-2,others,6
2491,3/11/2005,1,ISC,24,6,6,24,405.3,FK-4,others,24
2534,3/10/2005,1,ISC,0.333333,0,0,0.2,0.2,MILL,others,0.333333
2541,3/10/2005,1,ICC,3.25,22.3,1.45,3.15,3.15,others,CHG CR-1,3.25
2556,3/10/2005,1,BC,3,3,6,3,3,others,CHAMBER-10,3
2595,3/10/2005,1,ISC,0.5,5.3,6,0.3,0.3,OT-1,others,0.5
2608,3/9/2005,1,ISC,2,6,10,4,4,BAR MILL,LINE-2,2
2630,3/9/2005,1,ICC,0.5,11.15,11.45,0.3,0.3,OT-1,others,0.5
2631,3/9/2005,1,BC,0.333333,22.3,23.1,0.4,0.4,BAR MILL,LINE-2,0.333333
2632,3/9/2005,1,ICC,0.333333,3.3,4.1,0.4,0.4,BAR MILL,LINE-1,0.333333
2676,3/9/2005,1,BC,0.333333,11,11.2,0.2,0.2,M/C-2,DD SCRN,0.333333
2693,3/9/2005,1,ISC,0.5,13.15,13.45,0.3,0.3,MILL,others,0.5
2758,3/8/2005,1,BC,2,6,10,4,4,BAR MILL,LINE-1,2
2804,3/8/2005,1,BC,0.75,10.15,11,0.45,0.45,M/C-2,others,0.75
2811,3/8/2005,1,ICC,0.75,10.15,11,0.45,0.45,M/C-1,others,0.75
2812,3/8/2005,1,ICC,0.75,10.3,11.15,0.45,0.45,BHS,KA-2,0.75
2880,3/7/2005,1,ICC,2,0,0,2,2,PCM,M/C-1,2
2896,3/7/2005,1,BC,5.5,14,19.3,5.3,5.3,WBRC,others,5.5
2925,3/7/2005,1,ICC,4,0,0,4,4,PCM,M/C-2,4
2948,3/7/2005,1,BC,0.75,0,0,0.45,0.45,MILL,"S-12,14",0.75
2988,3/7/2005,1,ISC,0.125,15.3,16,0.3,0.3,MILL,LINE-3,0.125
3070,3/6/2005,1,BC,0.25,18.15,18.3,0.15,0.15,MILL,others,0.25
3085,3/6/2005,1,BC,0.583333,16.4,17.15,0.35,0.35,CONV-A,others,0.583333
3137,3/5/2005,1,ICC,9,9,18,9,9,others,TB STKR,9
3208,3/5/2005,1,ICC,0.25,21.45,22,0.15,0.15,M/C-2,others,0.25
3219,3/5/2005,1,ICC,0.25,19.3,19.45,0.15,0.15,M/C-2,others,0.25
3270,3/4/2005,1,MCC,0.083333,9.55,10,0.05,0.05,MILL,others,0.083333
3271,3/4/2005,1,MCC,0.333333,0,0.4,0.4,0.4,BAR MILL,LINE-2,0.333333
3294,3/4/2005,1,ICC,4.75,17,21.45,4.45,4.45,others,PC-3,4.75
3323,3/4/2005,1,BC,0.25,0,0,0.15,0.15,BILLET MIL,others,0.25
3328,3/4/2005,1,ICC,0.333333,18.2,19,0.4,0.4,BAR MILL,LINE-2,0.333333
3329,3/4/2005,1,ICC,0.166667,2.4,3.2,0.4,0.4,MILL,LINE-3,0.166667
3369,3/3/2005,1,BC,0.583333,20.4,21.15,0.35,0.35,OT-3,others,0.583333
3370,3/3/2005,1,ICC,0.666667,11.5,12.3,0.4,0.4,OT-1,others,0.666667
3371,3/3/2005,1,ICC,1.5,13.45,15.15,1.3,1.3,OT-2,others,1.5
3451,3/3/2005,1,BC,5.333333,19.4,1,5.2,5.2,LOCP,VF-14,5.333333
3494,3/2/2005,1,ICC,5.166667,0.5,6,5.1,5.1,OT-3,others,5.166667
3496,3/2/2005,1,BC,0.5,1.3,2,0.3,0.3,OT-2,others,0.5
3522,3/2/2005,1,ICC,14.583333,14,4.35,14.35,14.35,CT-1,others,14.583333
3547,3/2/2005,1,BC,0.5,1,1.3,0.3,0.3,OT-1,others,0.5
3559,3/2/2005,1,ICC,24,6,6,24,87.3,FK-5,others,24
3572,3/2/2005,1,BC,24,6,6,24,57.3,CCM-5,others,24
3599,3/1/2005,1,MCC,6.333333,6,12.2,6.2,10.2,CCM-4,others,6.333333
3660,3/1/2005,1,ICC,24,6,6,24,58,CONV-C,others,24
3814,2/28/2005,1,ICC,0.25,5.45,6,0.15,0.15,OT-1,others,0.25
3815,2/28/2005,1,ICC,6.833333,20,2.5,6.5,6.5,CT-2,others,6.833333
3882,2/27/2005,1,ICC,0.166667,22.45,22.55,0.1,0.1,MILL,others,0.166667
3883,2/27/2005,1,MCC,0.333333,3.4,4,0.2,0.2,M/C-1,others,0.333333
3884,2/27/2005,1,BC,0.5,0,0,0.3,0.3,MILL,others,0.5
3986,2/26/2005,1,ICC,9,9,18,9,9,others,"CC-26,26A",9
3999,2/26/2005,1,ICC,0.416667,10.35,11,0.25,0.25,CT-1,others,0.416667
4008,2/26/2005,1,ICC,1,12,13,1,1,LOCP,VS-2,1
4077,2/26/2005,1,MCC,10,9.3,19.3,10,10,BRC,CO-34,10
4096,2/25/2005,1,BC,4.25,18.15,22.3,4.15,4.15,OT-3,others,4.25
4104,2/25/2005,1,BC,3.5,20,23.3,3.3,3.3,OT-1,others,3.5
4118,2/25/2005,1,ICC,0.5,23.3,0,0.3,0.3,OT-1,others,0.5
4123,2/25/2005,1,ICC,1.25,12.05,13.2,1.15,1.15,CPP,Y-14,1.25
4161,2/25/2005,1,ICC,0.333333,14.2,14.4,0.2,0.2,CONV-A,others,0.333333
4170,2/25/2005,1,BC,0.583333,16.05,16.4,0.35,0.35,CONV-A,others,0.583333
4244,2/24/2005,1,ICC,4,0,0,4,4,PCM,M/C-2,4
4265,2/24/2005,1,ICC,0.25,10.2,10.35,0.15,0.15,M/C-2,BC-15,0.25
4282,2/24/2005,1,BC,5,6,11,5,5,OT-3,others,5
4293,2/24/2005,1,MCC,0.333333,0,0,0.2,0.2,MILL,S-2 & S-12,0.333333
4338,2/23/2005,1,ICC,0.0625,14.25,14.4,0.15,0.15,MILL,LINE-3,0.0625
4354,2/23/2005,1,BC,5.5,6,11.3,5.3,5.3,others,CHAMBER-11,5.5
4372,2/23/2005,1,ICC,1.583333,15.55,17.3,1.35,1.35,OT-3,others,1.583333
4452,2/23/2005,1,ICC,0.75,11,11.45,0.45,0.45,OT-3,others,0.75
4453,2/23/2005,1,BC,0.75,16,16.45,0.45,0.45,OT-1,others,0.75
4454,2/23/2005,1,ICC,1,12.4,13.4,1,1,CT-1,others,1
4557,2/22/2005,1,ICC,0.166667,18,18.1,0.1,0.1,MILL,FB,0.166667
4572,2/22/2005,1,ICC,0.166667,18.25,18.35,0.1,0.1,MILL,others,0.166667
4580,2/22/2005,1,ICC,0.041667,19.05,19.1,0.05,0.05,MILL,"LINE-3,4",0.041667
4582,2/22/2005,1,ICC,0.083333,15.35,15.45,0.1,0.1,MILL,"LINE-3,4",0.083333
4602,2/21/2005,1,BC,6,7.3,13.3,6,6,M/C-1,others,6
4627,2/21/2005,1,ICC,0.333333,15,15.4,0.4,0.4,BAR MILL,LINE-1,0.333333
4663,2/21/2005,1,BC,0.166667,10.4,10.5,0.1,0.1,MILL,others,0.166667
4748,2/20/2005,1,BC,2,4,6,2,2,CT-1,others,2
4758,2/20/2005,1,ICC,4,2,6,4,4,CCM-4,others,4
4760,2/20/2005,1,ICC,3.416667,22.35,2,3.25,3.25,CCM-4,others,3.416667
4768,2/20/2005,1,ICC,0.333333,23,23.4,0.4,0.4,BAR MILL,LINE-2,0.333333
4770,2/20/2005,1,MCC,0.25,2.15,2.3,0.15,0.15,M/C-2,BC-15,0.25
4855,2/20/2005,1,MCC,0.166667,22.1,22.2,0.1,0.1,MILL,others,0.166667
4937,2/19/2005,1,BC,11,6,17,11,23.3,PSY CR,CRANE-2,11
4952,2/19/2005,1,ICC,24,6,6,24,33.3,CCM-5,others,24
4953,2/19/2005,1,ICC,0.083333,6,6.05,0.05,24.05,PCM,M/C-4,0.083333
5070,2/18/2005,1,ICC,0.333333,22,22.4,0.4,0.4,BAR MILL,LINE-1,0.333333
5071,2/18/2005,1,BC,24,6,6,24,63.3,FK-5,others,24
5124,2/18/2005,1,ICC,8,0,0,8,8,PCM,M/C-4,8
5155,2/17/2005,1,MCC,4,0,0,4,4,PCM,M/C-2,4
5164,2/17/2005,1,ICC,0.583333,22.3,23.05,0.35,0.35,OT-3,others,0.583333
5182,2/17/2005,1,ICC,0.333333,0,0.2,0.2,0.2,M/C-2,others,0.333333
5281,2/17/2005,1,ICC,24,6,6,24,3048,others,STOVE-4,24
5328,2/16/2005,1,BC,0.083333,9.45,9.5,0.05,0.05,CT-2,others,0.083333
5351,2/16/2005,1,BC,24,6,6,24,36.3,CSP,TRACK-2,24
5405,2/16/2005,1,ICC,0.833333,19.5,20.4,0.5,0.5,OT-2,others,0.833333
5495,2/15/2005,1,BC,1.416667,6.35,8,1.25,1.25,CCM-1,others,1.416667
5497,2/15/2005,1,ICC,0.25,0,0,0.15,0.15,BILLET MIL,others,0.25
5498,2/15/2005,1,BC,4,0,0,4,4,PCM,M/C-4,4
5520,2/15/2005,1,BC,2,17.3,19.3,2,2,WBRC,CC-31,2
5534,2/15/2005,1,BC,10.25,19.45,6,10.15,10.15,others,CC-40,10.25
5617,2/14/2005,1,ICC,9.5,20.3,6,9.3,9.3,CCM-5,others,9.5
5647,2/14/2005,1,ICC,0.666667,7.3,8.1,0.4,0.4,CONV-C,others,0.666667
5648,2/14/2005,1,ICC,0.75,8.45,9.3,0.45,0.45,CONV-A,STC-2,0.75
5695,2/13/2005,1,MCC,16,0,0,16,16,TBDB PLANT,others,16
5811,2/13/2005,1,MCC,0.5,1.3,2,0.3,0.3,F/C-1,TH-4,0.5
5812,2/13/2005,1,ICC,0.166667,20.45,20.55,0.1,0.1,MILL,others,0.166667
5895,2/12/2005,1,ICC,1.25,20,21.15,1.15,1.15,OT-3,others,1.25
5896,2/12/2005,1,BC,0.333333,0,0,0.2,0.2,MILL,others,0.333333
5900,2/12/2005,1,ISC,1.416667,13.5,15.15,1.25,1.25,OT-1,others,1.416667
5976,2/12/2005,1,ICC,4,0,0,4,4,PCM,M/C-3,4
5977,2/12/2005,1,BC,6,0,0,6,6,PCM,M/C-2,6
5978,2/12/2005,1,BC,4,0,0,4,4,PCM,M/C-1,4
5987,2/11/2005,1,ISC,0.5,2,2.3,0.3,0.3,F/C-1,TH-4,0.5
6054,2/11/2005,1,ICC,0.333333,1.2,1.4,0.2,0.2,M/C-2,OA-4,0.333333
6071,2/11/2005,1,ICC,12.5,17.3,6,12.3,12.3,PSY CR,CRANE-2,12.5
6075,2/11/2005,1,BC,24,6,6,24,24,PCM,M/C-4,24
6076,2/11/2005,1,ICC,4,0,0,4,4,PCM,M/C-3,4
6077,2/11/2005,1,ICC,4,0,0,4,4,PCM,M/C-3,4
6093,2/11/2005,1,BC,0.25,22.4,22.55,0.15,0.15,MILL,others,0.25
6111,2/11/2005,1,ICC,4.5,1.3,6,4.3,4.3,others,TH-2,4.5
6191,2/10/2005,1,BC,0.25,0,0,0.15,0.15,BILLET MIL,others,0.25
6199,2/10/2005,1,ICC,0.083333,0,0,0.05,0.05,BAR MILL,others,0.083333
6220,2/10/2005,1,ICC,0.25,0,0,0.15,0.15,BILLET MIL,others,0.25
6273,2/9/2005,1,BC,0.166667,0,0,0.1,0.1,MILL,others,0.166667
6280,2/9/2005,1,BC,0.083333,0,0,0.05,0.05,MILL,others,0.083333
6281,2/9/2005,1,MCC,0.5,7.3,8,0.3,0.3,MILL,others,0.5
6312,2/9/2005,1,ICC,0.416667,6.25,6.5,0.25,0.25,MILL,others,0.416667
6318,2/9/2005,1,BC,0.25,11.3,11.45,0.15,0.15,CT-2,others,0.25
6445,2/8/2005,1,ISC,1.25,9.45,11,1.15,1.15,OT-1,others,1.25
6459,2/8/2005,1,ICC,1.333333,15.15,16.35,1.2,1.2,OT-1,others,1.333333
6478,2/8/2005,1,BC,0.166667,0,0,0.1,0.1,MILL,LHS,0.166667
6480,2/8/2005,1,ICC,1.666667,9.3,11.1,1.4,1.4,LOCP,CO-48,1.666667
6524,2/7/2005,1,ISC,0.666667,11,11.4,0.4,0.4,OT-2,others,0.666667
6539,2/7/2005,1,BC,4.5,1.3,6,4.3,4.3,others,CHAMBER-11,4.5
6559,2/7/2005,1,USC,8,22,6,8,8,CCM-6,others,8
6713,2/6/2005,1,BC,0.25,11,11.15,0.15,0.15,M/C-2,others,0.25
6714,2/6/2005,1,ICC,0.333333,10.3,11.1,0.4,0.4,BAR MILL,LINE-2,0.333333
6853,2/5/2005,1,MCC,0.5,4.2,4.5,0.3,0.3,CT-2,others,0.5
6854,2/5/2005,1,ICC,0.333333,14,14.4,0.4,0.4,BAR MILL,LINE-1,0.333333
6865,2/5/2005,1,BC,0.5,6,6.3,0.3,0.45,OT-3,others,0.5
6891,2/5/2005,1,BC,24,6,6,24,333.3,FK-4,others,24
6902,2/5/2005,1,ICC,0.916667,6,6.55,0.55,9.55,CT-1,others,0.916667
6905,2/5/2005,1,BC,24,6,6,24,69,others,CHAMBER-6,24
6928,2/4/2005,1,ISC,24,6,6,24,9404.1,others,PAC-1,24
6934,2/4/2005,1,BC,0.833333,4.2,5.1,0.5,0.5,F/C-2,others,0.833333
7023,2/4/2005,1,ISC,9,20,5,9,9,OT-1,others,9
7031,2/4/2005,1,ICC,0.5,5,5.3,0.3,0.3,OT-1,others,0.5
7138,2/3/2005,1,ICC,1.083333,15.55,17,1.05,1.05,CCM-2,others,1.083333
7140,2/3/2005,1,MCC,8,0,0,8,8,PCM,M/C-3,8
7225,2/2/2005,1,ICC,2.25,14,16.15,2.15,2.15,WBRC,CC-55,2.25
7226,2/2/2005,1,BC,0.416667,17.35,18,0.25,0.25,CT-1,others,0.416667
7227,2/2/2005,1,ICC,9,9,18,9,9,others,CC-9,9
7233,2/2/2005,1,ICC,0.416667,10.5,11.15,0.25,0.25,CONV-C,others,0.416667
7254,2/2/2005,1,BC,0.833333,7.45,8.35,0.5,0.5,CONV-C,others,0.833333
7282,2/2/2005,1,ISC,0.5,7.2,7.5,0.3,0.3,CONV-B,others,0.5
7283,2/2/2005,1,BC,5.166667,13.3,18.4,5.1,5.1,CCM-3,others,5.166667
7307,2/2/2005,1,ICC,1.25,12.15,13.3,1.15,1.15,CCM-3,others,1.25
7343,2/1/2005,1,BC,0.25,0,0,0.15,0.15,BILLET MIL,others,0.25
7383,2/1/2005,1,ICC,8,0,0,8,8,PCM,M/C-4,8
7384,2/1/2005,1,ICC,4,0,0,4,4,PCM,M/C-1,4
7385,2/1/2005,1,ICC,0.333333,13.35,13.55,0.2,0.2,CT-2,others,0.333333
7476,1/31/2005,1,ICC,21.916667,8,5.55,21.55,21.55,CCM-6,others,21.916667
7530,1/31/2005,1,BC,0.083333,10.25,10.35,0.1,0.1,MILL,"LINE-3,4",0.083333
7569,1/31/2005,1,ICC,1,3.1,4.1,1,1,M/C-2,OA-4,1
7603,1/31/2005,1,ICC,0.25,4,5,1,1,MILL,LINE-4,0.25
7613,1/30/2005,1,BC,2.5,0,0,2.3,2.3,TBDB PLANT,others,2.5
7617,1/30/2005,1,BC,0.333333,12.2,13,0.4,0.4,BAR MILL,LINE-2,0.333333
7625,1/30/2005,1,ICC,0.166667,7.25,7.35,0.1,0.1,MILL,CELLAR-6,0.166667
7633,1/30/2005,1,USC,0.25,0.25,0.4,0.15,0.15,M/C-2,others,0.25
7658,1/30/2005,1,BC,0.833333,0.5,1.4,0.5,0.5,CONV-C,others,0.833333
7685,1/30/2005,1,ICC,3.083333,13.3,16.35,3.05,3.05,OT-1,others,3.083333
7725,1/30/2005,1,ICC,4,0,0,4,4,PCM,M/C-3,4
7771,1/29/2005,1,BC,1,18.2,19.2,1,1,CONV-A,TH,1
7796,1/29/2005,1,MCC,4,0,0,4,4,PCM,M/C-1,4
7863,1/28/2005,1,ICC,0.333333,0,0,0.2,0.2,MILL,others,0.333333
7876,1/28/2005,1,BC,7.083333,17.3,0.35,7.05,7.05,OT-3,others,7.083333
7886,1/28/2005,1,USC,9,21,6,9,9,CT-1,others,9
7893,1/28/2005,1,USC,7.083333,20.25,3.3,7.05,7.05,OT-2,others,7.083333
7925,1/28/2005,1,BC,0.25,0,0,0.15,0.15,BILLET MIL,others,0.25
7931,1/28/2005,1,BC,0.25,0,0,0.15,0.15,BILLET MIL,others,0.25
7946,1/28/2005,1,USC,0.25,0,0,0.15,0.15,BILLET MIL,others,0.25
7947,1/28/2005,1,BC,0.083333,0,0,0.05,0.05,MILL,LHS,0.083333
8036,1/27/2005,1,BC,0.25,5.45,6,0.15,0.15,OT-3,others,0.25
8044,1/27/2005,1,ICC,0.666667,22,22.4,0.4,0.4,BAR MILL,others,0.666667
8046,1/27/2005,1,BC,4,0,0,4,4,PCM,M/C-3,4
8049,1/27/2005,1,ICC,16,0,0,16,16,TBDB PLANT,others,16
8053,1/27/2005,1,ICC,7.583333,6,13.35,7.35,25.35,CT-2,others,7.583333
8064,1/27/2005,1,USC,4.833333,6,10.5,4.5,5.4,OT-2,others,4.833333
8075,1/27/2005,1,USC,24,6,6,24,3000,others,STOVE-4,24
8129,1/26/2005,1,BC,24,6,6,24,9380.1,others,PAC-1,24
8139,1/26/2005,1,ICC,24,6,6,24,309.3,FK-4,others,24
8145,1/26/2005,1,BC,24,6,6,24,45,others,CHAMBER-6,24
8159,1/26/2005,1,BC,0.166667,0,0,0.1,0.1,MILL,LHS,0.166667
8169,1/26/2005,1,MCC,9.5,6,15.3,9.3,28.45,FK-1,others,9.5
8170,1/26/2005,1,ICC,0.333333,16.45,17.05,0.2,0.2,M/C-1,CA-1,0.333333
8173,1/26/2005,1,MCC,0.5,16.15,16.45,0.3,0.3,M/C-1,others,0.5
8174,1/26/2005,1,ICC,0.333333,0,0,0.2,0.2,BILLET MIL,others,0.333333
8177,1/26/2005,1,ICC,0.25,0,0,0.15,0.15,BILLET MIL,others,0.25
8218,1/26/2005,1,ICC,0.166667,16.1,16.2,0.1,0.1,MILL,others,0.166667
8268,1/25/2005,1,ICC,0.166667,17.1,17.2,0.1,0.1,MILL,others,0.166667
8275,1/25/2005,1,BC,0.166667,18,18.1,0.1,0.1,MILL,others,0.166667
8277,1/25/2005,1,ICC,0.125,18.1,18.4,0.3,0.3,MILL,LINE-1,0.125
8338,1/25/2005,1,ICC,0.333333,18,18.4,0.4,0.4,BAR MILL,LINE-1,0.333333
8400,1/24/2005,1,ICC,1.5,10.3,12,1.3,1.3,MILL,others,1.5
8401,1/24/2005,1,BC,2,6,8,2,2.3,BILLET MIL,"S-1,2,3",2
8402,1/24/2005,1,BC,24,6,6,24,9356.1,others,PAC-1,24
8404,1/24/2005,1,BC,0.25,0,0,0.15,0.15,BILLET MIL,others,0.25
8421,1/24/2005,1,BC,0.166667,0,0,0.1,0.1,MILL,others,0.166667
8428,1/24/2005,1,ICC,0.333333,0,0,0.2,0.2,MILL,others,0.333333
8522,1/23/2005,1,BC,1.5,15,16.3,1.3,1.3,CCM-1,others,1.5
8548,1/23/2005,1,ICC,0.916667,7.3,8.25,0.55,0.55,CONV-C,others,0.916667
8556,1/23/2005,1,ICC,0.5,14.25,14.55,0.3,0.3,CONV-C,others,0.5
8591,1/23/2005,1,ICC,16,0,0,16,16,TBDB PLANT,others,16
8629,1/22/2005,1,ICC,0.083333,9.05,9.1,0.05,0.05,MILL,others,0.083333
8630,1/22/2005,1,ICC,1.5,21.3,23,1.3,1.3,BAR MILL,others,1.5
8632,1/22/2005,1,BC,0.666667,4.3,5.1,0.4,0.4,OT-1,others,0.666667
8670,1/22/2005,1,BC,4,0,0,4,4,PCM,M/C-4,4
8671,1/22/2005,1,ICC,0.25,0.1,0.25,0.15,0.15,M/C-1,others,0.25
8756,1/22/2005,1,ICC,3.25,22.45,2,3.15,3.15,LOCP,CRUSHER-3,3.25
8775,1/21/2005,1,BC,0.083333,4.25,4.45,0.2,0.2,MILL,LINE-3,0.083333
8786,1/21/2005,1,BC,0.416667,5.25,5.5,0.25,0.25,OT-1,others,0.416667
8787,1/21/2005,1,ICC,2,0,2,2,2,MILL,"RM,IM,FB",2
8791,1/21/2005,1,ICC,0.583333,1.35,2.1,0.35,0.35,CONV-C,others,0.583333
8829,1/21/2005,1,BC,2.083333,22.1,0.15,2.05,2.05,CCM-2,others,2.083333
